carat,color,clarity,cut,table,depth,measurements,price
0.7,E,FL/IF,Excellent,62 %,60.8 %,5.71x5.75x3.48,"$4,347"
0.63,K,FL/IF,Excellent,59 %,61.5 %,5.49x5.52x3.39,"$1,095"
0.62,E,FL/IF,Excellent,58 %,62.3 %,5.43x5.45x3.39,"$3,122"
0.66,F,SI1,Excellent,57 %,62.6 %,5.56x5.59x3.49,"$1,388"
0.6,E,SI2,Excellent,57 %,62.4 %,5.37x5.40x3.36,"$1,085"
0.61,F,VVS2,Excellent,58 %,62.3 %,5.44x5.46x3.39,"$2,031"
0.59,I,SI2,Excellent,59 %,62.1 %,5.36x5.38x3.33,$916
0.59,D,VVS2,Excellent,58 %,62.4 %,5.35x5.38x3.35,"$1,786"
0.59,I,VS2,Excellent,57 %,62.8 %,5.33x5.37x3.36,$862
0.6,D,VS2,Excellent,58 %,62.6 %,5.38x5.41x3.38,"$1,741"
0.59,J,VVS1,Excellent,59 %,62.2 %,5.37x5.39x3.34,"$1,042"
0.6,G,VVS2,Excellent,55 %,62.5 %,5.38x5.40x3.37,"$1,896"
0.59,D,SI2,Excellent,55 %,61.4 %,5.38x5.41x3.31,"$1,221"
0.53,F,VS2,Excellent,58 %,60 %,5.26x5.28x3.16,"$1,160"
0.55,D,VS1,Excellent,55 %,60.6 %,5.32x5.35x3.23,"$1,829"
0.55,E,VVS2,Excellent,58 %,61.5 %,5.25x5.27x3.24,"$1,421"
0.52,E,VS2,Excellent,57 %,62.5 %,5.11x5.15x3.21,"$1,347"
0.55,G,SI1,Excellent,59 %,60.7 %,5.29x5.31x3.22,$946
0.51,D,VVS1,Excellent,56 %,61.5 %,5.13x5.15x3.16,"$2,812"
0.52,H,VS1,Excellent,58 %,62.2 %,5.11x5.13x3.19,"$1,045"
0.5,D,FL/IF,Excellent,55 %,62.5 %,5.07x5.09x3.17,"$3,395"
0.51,F,VS1,Excellent,60 %,60.9 %,5.15x5.18x3.14,"$1,416"
0.51,D,VVS1,Excellent,58 %,61.6 %,5.14x5.17x3.18,"$1,637"
0.51,G,VVS2,Excellent,57 %,62.1 %,5.09x5.12x3.17,"$1,566"
0.5,L,SI1,Excellent,56 %,62.6 %,5.06x5.08x3.17,$568
0.51,D,FL/IF,Excellent,57 %,62.6 %,5.11x5.14x3.21,"$3,564"
0.5,D,VS2,Excellent,58 %,59.4 %,5.17x5.20x3.08,"$1,448"
0.5,D,SI1,Excellent,60 %,61.9 %,5.04x5.07x3.13,"$1,134"
0.5,D,SI1,Excellent,56 %,62.6 %,5.07x5.10x3.18,"$1,096"
0.5,D,VS2,Excellent,56 %,62.4 %,5.08x5.10x3.17,"$1,398"
0.5,D,VS2,Excellent,57 %,61.3 %,5.12x5.14x3.15,"$1,160"
0.5,D,SI1,Excellent,57 %,61.7 %,5.07x5.10x3.14,"$1,172"
0.5,D,VVS2,Excellent,56 %,60.6 %,5.13x5.16x3.12,"$2,027"
0.5,H,SI2,Excellent,56 %,62.6 %,5.05x5.07x3.17,$916
0.5,D,VS2,Excellent,59 %,60.6 %,5.14x5.17x3.13,"$1,373"
0.5,I,SI2,Excellent,58 %,62.2 %,5.06x5.08x3.16,$750
0.5,G,VVS2,Excellent,56 %,62.1 %,5.09x5.12x3.17,"$1,279"
0.9,E,SI2,Excellent,59 %,61.7 %,6.19x6.22x3.83,"$2,966"
0.88,G,SI1,Excellent,56 %,62 %,6.13x6.16x3.81,"$1,805"
0.71,D,SI2,Excellent,57 %,62.9 %,5.65x5.68x3.56,"$1,873"
0.7,F,SI1,Excellent,56 %,62.8 %,5.64x5.66x3.55,"$1,535"
3.01,K,SI2,Excellent,60 %,60.6 %,9.33x9.37x5.67,"$26,974"
0.59,G,SI2,Excellent,56 %,63.1 %,5.30x5.34x3.36,$816
0.59,F,SI2,Excellent,56 %,62.3 %,5.33x5.37x3.33,"$1,053"
0.51,J,SI2,Excellent,58 %,60.9 %,5.18x5.21x3.16,$618
0.51,H,SI2,Excellent,56 %,62.6 %,5.09x5.11x3.20,$885
0.5,H,SI2,Excellent,56 %,61 %,5.13x5.16x3.14,$867
0.5,J,SI1,Excellent,55 %,62.9 %,5.03x5.06x3.17,$557
0.5,I,SI2,Excellent,57 %,62.5 %,5.07x5.07x3.17,$720
0.5,G,SI2,Excellent,59 %,60.1 %,5.13x5.17x3.09,$844
0.5,F,SI2,Excellent,59 %,61.4 %,5.08x5.10x3.12,$824
1.3,H,VS1,Excellent,57 %,62.5 %,6.93x6.97x4.35,"$7,329"
0.9,I,SI2,Excellent,56 %,63 %,6.10x6.13x3.85,"$1,781"
0.95,F,VVS1,Excellent,57 %,62.8 %,6.24x6.28x3.93,"$7,647"
0.91,G,VS1,Excellent,58 %,62.6 %,6.16x6.18x3.87,"$2,775"
0.9,H,SI1,Excellent,57 %,62.2 %,6.12x6.16x3.82,"$1,936"
2.0,K,SI2,Excellent,59 %,62.5 %,7.96x8.02x5.0,"$8,645"
0.75,E,SI1,Excellent,59 %,61.3 %,5.79x5.82x3.56,"$2,489"
0.78,J,SI1,Excellent,58 %,62.7 %,5.86x5.90x3.69,"$1,406"
0.72,H,SI2,Excellent,57 %,62.8 %,5.68x5.71x3.58,"$1,269"
0.7,D,SI2,Excellent,58 %,61.4 %,5.71x5.74x3.52,"$1,870"
0.72,E,VVS2,Excellent,58 %,62.5 %,5.69x5.73x3.57,"$2,881"
0.66,F,VVS2,Excellent,58 %,62.2 %,5.56x5.59x3.47,"$2,026"
0.61,D,VS2,Excellent,56 %,62.6 %,5.38x5.42x3.38,"$1,741"
0.63,I,VS2,Excellent,56 %,62.6 %,5.44x5.46x3.41,"$1,199"
0.6,I,VS2,Excellent,58 %,60.5 %,5.45x5.48x3.31,"$1,034"
0.59,F,SI2,Excellent,59 %,59.4 %,5.45x5.48x3.25,$989
0.6,F,VS1,Excellent,57 %,61.8 %,5.39x5.43x3.35,"$1,978"
0.6,E,VS2,Excellent,57 %,60.2 %,5.47x5.50x3.30,"$1,535"
0.59,F,VS1,Excellent,57 %,61.7 %,5.35x5.38x3.31,"$1,774"
0.54,E,SI1,Excellent,57 %,60.8 %,5.23x5.27x3.19,"$1,274"
0.53,D,VVS1,Excellent,56 %,62.7 %,5.16x5.19x3.25,"$2,921"
0.55,F,VS2,Excellent,57 %,62.5 %,5.20x5.22x3.26,"$1,462"
0.51,D,FL/IF,Excellent,56 %,60.4 %,5.17x5.19x3.13,"$3,513"
0.51,G,VVS2,Excellent,57 %,62.3 %,5.10x5.14x3.19,"$1,566"
0.51,E,VVS2,Excellent,58 %,62.4 %,5.10x5.12x3.19,"$1,773"
0.51,E,SI1,Excellent,57 %,60.4 %,5.19x5.20x3.14,"$1,203"
0.5,G,VS1,Excellent,58 %,61.2 %,5.09x5.11x3.12,"$1,548"
0.5,G,VS1,Excellent,57 %,62.4 %,5.05x5.08x3.16,"$1,525"
0.5,E,VS2,Excellent,57 %,62.3 %,5.05x5.08x3.16,"$1,385"
0.5,E,VVS1,Excellent,58 %,62.2 %,5.09x5.12x3.18,"$1,459"
1.0,H,VVS2,Excellent,59 %,61.5 %,6.38x6.42x3.93,"$4,619"
3.01,G,VS2,Excellent,56 %,62.8 %,9.18x9.21x5.77,"$59,460"
0.5,D,SI2,Excellent,57 %,61.3 %,5.1x5.13x3.13,"$1,048"
0.57,F,SI1,Excellent,57 %,62.4 %,5.26x5.29x3.29,"$1,383"
0.7,E,SI1,Excellent,56 %,62.6 %,5.66x5.69x3.55,"$2,145"
0.5,E,SI2,Excellent,59 %,61.0 %,5.09x5.13x3.12,"$1,030"
0.54,G,SI1,Excellent,57 %,61.3 %,5.23x5.26x3.22,"$1,261"
0.5,D,SI1,Excellent,55 %,62.5 %,5.07x5.09x3.18,
0.61,F,VS1,Excellent,56 %,62.7 %,5.42x5.44x3.4,"$2,095"
0.63,D,VVS1,Excellent,58 %,62.4 %,5.44x5.46x3.4,"$3,775"
0.63,E,FL/IF,Excellent,57 %,62.6 %,5.43x5.46x3.41,"$3,396"
0.9,H,VS1,Excellent,56 %,63.1 %,6.11x6.15x3.87,"$3,666"
1.0,I,SI2,Very Good,56 %,64.3 %,6.19x6.25x4.0,"$2,577"
1.14,H,SI2,Excellent,56 %,62.9 %,6.61x6.65x4.17,"$3,500"
1.04,H,SI2,Excellent,59 %,62.2 %,6.44x6.48x4.02,"$3,654"
1.01,H,SI2,Excellent,56 %,62.6 %,6.37x6.41x4.0,"$3,560"
1.01,H,SI2,Excellent,58 %,62.5 %,6.36x6.41x3.99,"$3,198"
0.54,F,SI2,Excellent,57 %,61.9 %,5.22x5.25x3.24,$949
0.5,F,SI2,Excellent,56 %,62.7 %,5.06x5.08x3.18,$999
0.5,E,SI2,Excellent,58 %,61.9 %,5.09x5.1x3.16,
0.54,E,SI2,Excellent,60 %,61.2 %,5.22x5.25x3.2,"$1,035"
0.51,E,SI2,Excellent,56 %,62.7 %,5.08x5.11x3.19,"$1,020"
0.6,E,SI1,Excellent,55 %,62.8 %,5.36x5.39x3.37,"$1,277"
1.3,J,SI2,Excellent,58 %,62.8 %,6.89x6.94x4.34,"$4,107"
0.53,E,SI1,Excellent,58 %,62.5 %,5.15x5.18x3.23,"$1,263"
0.53,F,SI1,Excellent,57 %,62.3 %,5.15x5.17x3.22,"$1,221"
0.5,G,SI1,Excellent,56 %,62.8 %,5.05x5.08x3.18,"$1,068"
1.0,I,SI2,Very Good,57 %,62.8 %,6.24x6.29x3.94,"$2,721"
0.5,E,SI1,Excellent,57 %,61.7 %,5.09x5.12x3.15,"$1,253"
1.01,H,SI2,Excellent,57 %,62.8 %,6.36x6.4x4.01,"$3,558"
0.5,D,SI1,Excellent,58 %,60.1 %,5.16x5.18x3.11,"$1,413"
0.5,D,SI1,Excellent,60 %,61.5 %,5.08x5.11x3.13,"$1,391"
0.63,E,VVS2,Excellent,58 %,62.5 %,5.43x5.45x3.4,
0.64,F,VS2,Excellent,56 %,62.7 %,5.49x5.52x3.45,"$1,980"
0.6,D,VVS2,Excellent,58 %,61.2 %,5.44x5.47x3.34,"$2,546"
0.5,E,VS1,Excellent,58 %,61.5 %,5.05x5.1x3.12,"$1,182"
0.63,D,SI2,Excellent,56 %,62.6 %,5.45x5.47x3.42,"$1,316"
0.5,E,SI1,Excellent,59 %,61.6 %,5.1x5.11x3.15,"$1,116"
0.52,G,VVS2,Excellent,59 %,61.9 %,5.13x5.14x3.18,"$1,512"
0.52,D,VS1,Excellent,57 %,62.4 %,5.12x5.15x3.21,
0.62,D,FL/IF,Excellent,58 %,61.8 %,5.45x5.46x3.37,"$4,341"
0.63,D,VVS1,Excellent,56 %,62.5 %,5.44x5.46x3.41,"$3,917"
0.71,F,SI2,Excellent,59 %,60.5 %,5.78x5.79x3.5,"$1,819"
0.62,D,VVS1,Excellent,57 %,62.7 %,5.41x5.45x3.4,"$3,700"
0.7,E,SI2,Excellent,57 %,62.8 %,5.64x5.67x3.55,"$1,779"
0.55,F,FL/IF,Excellent,58 %,61.0 %,5.31x5.33x3.25,"$2,317"
0.55,F,VVS2,Excellent,59 %,62.4 %,5.19x5.22x3.25,"$1,850"
1.01,H,VS2,Excellent,58 %,62.4 %,6.39x6.43x4.0,"$4,113"
1.0,I,SI1,Very Good,55 %,64.6 %,6.19x6.23x4.01,"$2,823"
0.61,E,FL/IF,Excellent,57 %,62.0 %,5.43x5.46x3.37,"$3,288"
1.2,G,SI1,Excellent,56 %,62.9 %,6.72x6.77x4.24,"$5,636"
1.01,G,SI1,Excellent,58 %,62.3 %,6.37x6.4x3.97,"$3,893"
0.7,J,VS1,Excellent,58 %,60.7 %,5.7x5.74x3.47,"$1,352"
1.1,F,VS2,Excellent,59 %,59.7 %,6.72x6.74x4.02,"$5,837"
0.9,E,SI2,Excellent,57 %,62.7 %,6.1x6.14x3.84,"$2,828"
1.2,I,SI2,Excellent,61 %,61.8 %,6.75x6.8x4.19,
1.2,D,VS2,Excellent,57 %,61.8 %,6.76x6.79x4.19,
0.9,G,VS2,Excellent,56 %,63.5 %,6.09x6.13x3.88,"$3,703"
1.01,H,SI2,Excellent,60 %,61.9 %,6.4x6.44x3.97,"$3,258"
1.01,J,SI2,Excellent,57 %,62.8 %,6.38x6.39x4.01,"$2,685"
1.01,H,SI2,Very Good,58 %,64.4 %,6.18x6.26x4.01,"$2,760"
1.01,I,SI2,Very Good,60 %,62.6 %,6.29x6.34x3.95,"$2,789"
1.01,I,SI2,Excellent,58 %,61.6 %,6.42x6.45x3.97,"$2,897"
1.0,I,SI2,Excellent,57 %,62.8 %,6.33x6.37x3.99,"$3,104"
1.0,H,SI2,Excellent,57 %,63.3 %,6.32x6.36x4.01,"$3,315"
1.15,G,VVS2,Excellent,59 %,62.1 %,6.64x6.68x4.14,
1.0,H,SI2,Very Good,55 %,64.3 %,6.19x6.26x4.0,"$2,736"
1.01,H,SI2,Excellent,60 %,62.3 %,6.36x6.4x3.98,"$3,324"
1.0,H,SI2,Excellent,57 %,61.2 %,6.4x6.43x3.92,"$3,428"
1.01,H,SI2,Excellent,60 %,61.7 %,6.38x6.42x3.95,"$3,258"
1.2,I,VVS1,Excellent,59 %,61.2 %,6.78x6.82x4.16,"$5,262"
1.01,H,SI2,Excellent,58 %,62.6 %,6.36x6.4x3.99,"$3,305"
1.01,E,SI2,Very Good,56 %,64.2 %,6.23x6.29x4.02,"$3,540"
1.3,I,SI1,Excellent,57 %,62.7 %,6.91x6.95x4.35,"$4,779"
1.31,H,SI1,Excellent,58 %,62.7 %,6.91x6.95x4.34,"$5,696"
2.01,H,SI2,Excellent,62 %,60.3 %,8.12x8.16x4.91,"$14,908"
2.01,H,SI2,Excellent,58 %,63.0 %,7.97x8.02x5.04,"$13,499"
1.01,E,SI1,Excellent,58 %,62.2 %,6.4x6.43x3.99,"$4,464"
1.01,F,SI1,Excellent,60 %,60.1 %,6.5x6.53x3.91,"$4,929"
2.01,M,VS1,Excellent,59 %,62.5 %,8.01x8.06x5.02,"$9,043"
1.0,E,SI1,Excellent,58 %,62.8 %,6.31x6.36x3.98,"$4,980"
1.01,E,SI1,Excellent,62 %,61.0 %,6.42x6.46x3.93,
2.5,G,VS1,Excellent,59 %,62.5 %,8.6x8.66x5.4,"$47,175"
1.08,H,VS2,Excellent,56 %,61.7 %,6.57x6.59x4.06,"$4,637"
1.01,I,VS1,Excellent,59 %,61.9 %,6.39x6.41x3.97,"$4,277"
1.01,G,VS1,Excellent,60 %,61.8 %,6.37x6.41x3.95,"$4,587"
1.0,J,VVS2,Excellent,58 %,62.2 %,6.38x6.41x3.98,
1.0,K,VVS1,Excellent,59 %,59.9 %,6.46x6.5x3.88,"$2,859"
1.01,F,VS1,Excellent,57 %,62.8 %,6.36x6.4x4.01,"$7,601"
1.0,E,VVS2,Excellent,59 %,62.9 %,6.34x6.38x4.0,
1.02,H,VVS1,Excellent,56 %,62.0 %,6.41x6.44x3.98,"$4,659"
2.01,H,SI1,Excellent,60 %,61.7 %,8.05x8.09x4.98,"$18,615"
1.5,J,VVS1,Excellent,61 %,61.1 %,7.32x7.36x4.48,"$9,022"
1.5,D,VVS1,Excellent,57 %,62.9 %,7.26x7.3x4.58,"$27,169"
1.75,D,FL/IF,Excellent,56 %,61.5 %,7.72x7.74x4.76,"$28,855"
2.0,J,SI2,Excellent,58 %,62.6 %,7.96x8.02x5.0,"$9,714"
3.0,J,SI1,Very Good,56 %,64.2 %,8.91x9.03x5.76,"$27,789"
2.0,H,SI1,Very Good,56 %,64.8 %,7.77x7.86x5.07,"$15,034"
2.01,I,VS2,Excellent,62 %,61.3 %,8.03x8.08x4.93,
3.01,J,SI1,Very Good,59 %,61.4 %,9.12x9.2x5.63,"$29,279"
3.07,J,VS2,Excellent,59 %,62.5 %,9.21x9.25x5.77,"$32,996"
4.09,L,SI2,Excellent,60 %,60.6 %,10.29x10.35x6.26,"$32,098"
0.9,G,SI2,Very Good,58 %,63.8 %,6.04x6.09x3.87,"$2,040"
0.9,H,VS1,Very Good,57 %,64.3 %,5.99x6.07x3.87,
0.9,J,VS1,Very Good,57 %,64.2 %,5.99x6.06x3.87,
0.8,E,SI2,Excellent,57 %,62.6 %,5.92x5.95x3.71,"$2,020"
0.8,G,SI1,Excellent,61 %,60.0 %,6.0x6.01x3.61,"$2,048"
0.9,H,FL/IF,Very Good,56 %,64.3 %,5.98x6.05x3.87,
0.9,I,SI1,Very Good,58 %,64.2 %,5.98x6.02x3.85,
0.7,J,VVS1,Very Good,57 %,63.3 %,5.6x5.64x3.56,"$1,306"
0.86,E,FL/IF,Excellent,58 %,62.3 %,6.04x6.06x3.77,"$7,832"
0.9,I,SI1,Very Good,55 %,64.2 %,6.01x6.03x3.87,"$1,938"
0.9,J,VS2,Very Good,55 %,64.9 %,5.95x6.02x3.88,"$1,896"
1.51,I,SI2,Excellent,59 %,62.7 %,7.24x7.29x4.56,"$6,940"
1.01,G,SI2,Excellent,56 %,62.8 %,6.37x6.4x4.01,"$3,426"
0.55,E,SI2,Excellent,59 %,61.2 %,5.27x5.3x3.23,"$1,023"
0.62,D,VVS1,Excellent,57 %,62.4 %,5.41x5.43x3.38,"$4,258"
0.7,H,SI1,Excellent,56 %,62.8 %,5.64x5.67x3.55,"$1,594"
0.7,K,VS1,Excellent,57 %,62.7 %,5.64x5.67x3.55,"$1,223"
0.7,K,VS2,Excellent,56 %,62.6 %,5.65x5.68x3.55,"$1,264"
1.01,D,SI2,Excellent,56 %,62.7 %,6.39x6.43x4.02,"$4,533"
1.19,J,SI1,Excellent,59 %,62.4 %,6.7x6.74x4.19,"$3,366"
1.0,I,SI1,Excellent,58 %,62.5 %,6.35x6.39x3.98,"$3,494"
0.62,E,SI1,Excellent,58 %,63.0 %,5.4x5.43x3.41,"$1,624"
0.51,E,SI1,Excellent,57 %,62.3 %,5.09x5.12x3.18,"$1,291"
1.01,F,SI1,Excellent,60 %,60.3 %,6.47x6.48x3.91,"$4,937"
0.5,I,SI1,Excellent,57 %,62.1 %,5.09x5.1x3.16,$913
1.0,F,SI1,Excellent,60 %,62.2 %,6.35x6.39x3.96,
0.5,I,VS2,Excellent,57 %,62.5 %,5.07x5.09x3.17,"$1,048"
0.5,G,SI1,Excellent,56 %,63.0 %,5.04x5.06x3.18,$987
1.01,E,SI1,Excellent,59 %,61.0 %,6.4x6.44x3.92,"$5,369"
0.6,I,VS2,Excellent,58 %,61.0 %,5.44x5.47x3.32,"$1,186"
0.62,E,SI1,Excellent,58 %,62.3 %,5.43x5.46x3.39,"$1,676"
0.6,D,VS2,Excellent,61 %,60.2 %,5.43x5.45x3.28,"$1,976"
0.61,D,VS2,Excellent,58 %,62.3 %,5.42x5.44x3.38,"$1,882"
0.62,I,VS1,Excellent,58 %,62.8 %,5.42x5.45x3.41,"$1,280"
0.56,J,VVS1,Excellent,59 %,61.1 %,5.32x5.34x3.26,"$1,053"
0.62,D,VVS1,Excellent,59 %,61.4 %,5.44x5.47x3.35,
0.55,D,VVS1,Excellent,58 %,62.4 %,5.24x5.26x3.28,"$2,233"
0.7,G,SI1,Excellent,56 %,62.2 %,5.67x5.69x3.53,"$1,870"
1.51,F,SI1,Excellent,57 %,62.7 %,7.27x7.31x4.57,"$10,677"
0.7,I,VS2,Excellent,55 %,62.7 %,5.64x5.67x3.55,
1.6,H,VS2,Excellent,59 %,62.5 %,7.39x7.44x4.64,"$11,286"
0.71,F,FL/IF,Excellent,58 %,60.7 %,5.75x5.77x3.5,"$3,779"
0.82,D,VVS1,Excellent,59 %,60.7 %,6.04x6.06x3.67,"$8,540"
0.9,H,VS2,Excellent,62 %,60.9 %,6.17x6.21x3.77,"$3,238"
0.74,F,FL/IF,Excellent,58 %,61.5 %,5.8x5.82x3.57,"$3,810"
0.9,G,VS1,Excellent,55 %,61.9 %,6.15x6.19x3.82,"$4,358"
0.9,F,VVS2,Excellent,58 %,62.4 %,6.18x6.21x3.86,"$5,515"
0.9,H,VVS2,Excellent,56 %,62.5 %,6.13x6.17x3.84,"$3,769"
0.9,F,VS2,Excellent,57 %,62.7 %,6.11x6.18x3.85,"$3,283"
1.1,G,SI2,Excellent,57 %,62.8 %,6.56x6.59x4.13,"$4,142"
1.03,F,SI2,Excellent,56 %,62.5 %,6.42x6.45x4.03,
1.2,E,SI2,Excellent,57 %,62.8 %,6.72x6.77x4.24,"$4,826"
1.06,D,FL/IF,Excellent,57 %,62.7 %,6.47x6.5x4.06,"$20,104"
1.01,D,SI2,Excellent,58 %,62.5 %,6.38x6.41x4.0,"$4,721"
1.01,D,SI2,Excellent,58 %,61.5 %,6.45x6.48x3.98,"$4,599"
1.01,D,SI2,Excellent,58 %,62.5 %,6.36x6.4x3.99,"$4,580"
1.01,D,SI2,Excellent,57 %,62.8 %,6.37x6.39x4.01,"$4,019"
1.01,K,SI1,Excellent,57 %,62.4 %,6.37x6.41x3.99,"$2,498"
1.01,D,SI2,Very Good,56 %,64.3 %,6.23x6.26x4.02,"$3,924"
1.01,J,SI1,Excellent,58 %,62.3 %,6.35x6.39x3.97,"$2,438"
1.0,F,SI2,Excellent,62 %,61.8 %,6.36x6.4x3.94,"$3,459"
1.15,J,SI1,Excellent,58 %,62.7 %,6.63x6.67x4.17,"$3,108"
1.0,K,SI1,Excellent,56 %,63.3 %,6.31x6.37x4.02,"$2,270"
1.01,I,SI1,Excellent,56 %,62.1 %,6.41x6.43x3.99,"$3,527"
1.0,G,SI1,Very Good,60 %,62.8 %,6.22x6.27x3.92,"$3,462"
1.0,J,VS2,Excellent,56 %,62.7 %,6.36x6.38x3.99,"$3,183"
1.0,F,SI1,Excellent,60 %,61.3 %,6.37x6.4x3.91,"$4,725"
1.01,J,VS2,Excellent,59 %,61.7 %,6.37x6.4x3.94,
1.01,J,VS2,Excellent,59 %,62.7 %,6.37x6.41x4.01,"$3,048"
1.05,H,VS2,Excellent,59 %,60.4 %,6.55x6.59x3.97,"$4,961"
1.0,I,VS2,Excellent,59 %,62.2 %,6.33x6.37x3.95,"$3,656"
1.15,F,VS2,Excellent,58 %,62.9 %,6.61x6.65x4.17,"$6,545"
1.0,H,VS2,Excellent,58 %,62.8 %,6.31x6.35x3.98,"$4,628"
1.01,H,VS2,Excellent,58 %,62.1 %,6.38x6.41x3.97,"$4,922"
1.15,G,VS2,Excellent,58 %,62.0 %,6.68x6.72x4.15,"$6,180"
1.01,H,VS2,Excellent,59 %,62.6 %,6.37x6.41x4.0,"$4,719"
1.0,H,VS2,Very Good,56 %,65.2 %,6.14x6.22x4.03,"$3,699"
1.1,E,VS2,Excellent,59 %,61.8 %,6.59x6.61x4.08,"$6,842"
1.0,G,VS2,Excellent,57 %,62.7 %,6.32x6.36x3.98,
1.01,G,VS2,Excellent,56 %,61.4 %,6.42x6.45x3.95,"$5,520"
1.0,K,VS1,Very Good,56 %,64.7 %,6.18x6.25x4.02,"$2,285"
1.01,D,VS2,Excellent,60 %,62.0 %,6.39x6.43x3.98,"$7,359"
1.01,J,VS1,Excellent,58 %,62.5 %,6.37x6.41x3.99,"$3,570"
1.0,K,VS1,Very Good,56 %,64.4 %,6.16x6.24x3.99,"$2,460"
1.01,H,VS1,Excellent,60 %,62.0 %,6.36x6.41x3.96,"$4,959"
1.21,H,VVS2,Excellent,57 %,61.5 %,6.82x6.85x4.2,"$6,557"
1.2,G,VS1,Excellent,58 %,62.5 %,6.71x6.76x4.21,"$7,719"
1.01,E,VS1,Excellent,61 %,60.7 %,6.41x6.45x3.9,"$7,641"
1.01,F,VVS2,Excellent,61 %,60.1 %,6.46x6.5x3.89,
1.01,H,VVS2,Excellent,58 %,61.4 %,6.43x6.47x3.96,"$5,451"
1.0,K,VVS2,Excellent,62 %,60.6 %,6.42x6.47x3.91,"$3,101"
1.06,J,VVS1,Excellent,58 %,62.1 %,6.48x6.52x4.04,"$4,235"
1.1,I,VVS1,Excellent,58 %,61.8 %,6.6x6.61x4.08,"$5,318"
1.0,F,VVS2,Excellent,58 %,62.7 %,6.33x6.36x3.98,"$6,989"
1.17,G,VVS2,Excellent,60 %,60.0 %,6.82x6.86x4.1,"$8,013"
1.04,D,VVS1,Excellent,58 %,62.8 %,6.42x6.46x4.04,"$9,876"
1.08,E,VVS1,Excellent,57 %,62.8 %,6.49x6.53x4.09,"$12,591"
1.06,I,FL/IF,Excellent,57 %,62.7 %,6.47x6.5x4.07,"$4,722"
1.51,I,SI1,Very Good,57 %,64.4 %,7.09x7.18x4.6,"$6,308"
1.51,I,SI2,Very Good,58 %,64.2 %,7.09x7.19x4.59,"$6,069"
1.57,I,VVS2,Excellent,56 %,62.8 %,7.36x7.4x4.64,"$10,475"
1.7,I,VVS1,Excellent,58 %,62.9 %,7.54x7.59x4.76,
2.01,K,SI2,Excellent,56 %,62.9 %,7.98x8.04x5.04,"$8,958"
2.01,D,SI2,Excellent,57 %,62.8 %,7.98x8.04x5.03,"$20,026"
1.5,D,VS1,Excellent,57 %,62.5 %,7.27x7.31x4.56,"$21,160"
1.5,I,SI2,Very Good,57 %,64.9 %,7.03x7.13x4.59,"$5,708"
2.02,H,FL/IF,Very Good,56 %,65 %,7.81x7.85x5.09,"$25,142"
1.5,G,VS1,Excellent,60 %,61.9 %,7.30x7.33x4.53,"$14,686"
1.2,H,VVS2,Excellent,58 %,62.5 %,6.76x6.80x4.23,"$7,298"
1.79,F,FL/IF,Excellent,60 %,60.2 %,7.84x7.88x4.73,"$31,841"
1.13,K,SI2,Excellent,57 %,62.6 %,6.64x6.68x4.17,"$2,612"
1.02,K,SI1,Excellent,57 %,62.7 %,6.41x6.44x4.03,"$2,397"
1.14,I,VVS1,Excellent,57 %,61.3 %,6.74x6.78x4.14,"$4,679"
1.5,G,VS2,Excellent,55 %,60.9 %,7.39x7.42x4.51,"$12,352"
1.03,G,VS2,Excellent,56 %,62.6 %,6.39x6.43x4.02,"$5,232"
1.2,E,VS1,Excellent,57 %,62.9 %,6.72x6.76x4.24,"$9,699"
1.01,K,VS1,Excellent,59 %,61.7 %,6.43x6.46x3.98,"$2,852"
1.01,D,SI1,Excellent,56 %,62.5 %,6.39x6.42x4.00,"$4,313"
1.01,H,VS1,Excellent,57 %,63.1 %,6.35x6.39x4.02,"$5,114"
1.0,D,VVS1,Excellent,57 %,63.2 %,6.33x6.37x4.01,"$13,518"
1.01,F,VVS2,Excellent,57 %,62.7 %,6.38x6.42x4.01,"$7,208"
1.0,L,VVS1,Excellent,59 %,62.2 %,6.38x6.41x3.98,"$2,912"
1.0,J,VVS2,Excellent,56 %,63.4 %,6.30x6.34x4.01,"$3,204"
1.01,E,SI1,Excellent,59 %,62.3 %,6.41x6.44x4.00,"$4,761"
0.96,H,FL/IF,Excellent,57 %,62.7 %,6.27x6.30x3.94,"$5,022"
1.0,G,VS2,Excellent,59 %,61.7 %,6.42x6.46x3.97,"$5,346"
0.99,K,SI1,Excellent,55 %,61.9 %,6.38x6.39x3.95,"$2,397"
0.96,H,VS1,Excellent,58 %,62.7 %,6.26x6.29x3.93,"$3,896"
1.0,F,VVS2,Excellent,56 %,62.8 %,6.34x6.38x3.99,"$8,594"
1.0,E,VS2,Very Good,56 %,64.7 %,6.21x6.30x4.05,"$4,637"
1.0,H,SI1,Excellent,56 %,63.5 %,6.30x6.34x4.01,"$3,776"
1.0,F,SI2,Excellent,59 %,60 %,6.47x6.51x3.90,"$2,814"
0.96,G,SI2,Excellent,56 %,62.9 %,6.23x6.27x3.93,"$2,944"
0.9,J,VS1,Excellent,56 %,62.7 %,6.13x6.17x3.86,"$2,443"
0.9,H,VS1,Excellent,58 %,62.5 %,6.15x6.18x3.86,"$2,358"
0.86,J,VS2,Excellent,57 %,62.7 %,6.02x6.05x3.79,"$1,759"
0.9,E,FL/IF,Excellent,57 %,62.7 %,6.11x6.15x3.85,"$8,601"
