carat,cut,color,clarity,depth,table,price,measurements
1.02,Excellent,G,VVS2,60.9,57.0,"$8,050",6.5x6.55x3.97 mm
1.02,Excellent,D,VS2,,,"$8,830",
1.02,Excellent,J,VS1,62.1,56.0,"$4,270",6.44x6.47x4.01 mm
1.02,Excellent,G,SI1,60.8,58.0,"$8,180",6.52x6.54x3.97 mm
0.70,Excellent,E,VS1,63.0,56.0,"$4,260",5.62x5.67x3.56 mm
0.70,Excellent,E,VS1,62.2,58.0,"$4,260",5.63x5.67x3.52 mm
1.02,Excellent,E,VS2,62.0,58.0,"$6,800",6.43x6.47x4 mm
1.02,Very Good,I,VS1,60.0,60.0,"$5,070",6.59x6.6x3.96 mm
0.90,Very Good,E,SI1,60.0,59.0,"$4,830",6.24x6.29x3.76 mm
0.90,Very Good,E,SI1,62.5,58.0,"$4,830",6.12x6.17x3.84 mm
0.90,Excellent,E,SI1,61.7,59.0,"$5,280",6.2x6.21x3.83 mm
0.90,Very Good,E,SI1,61.7,58.0,"$5,280",6.15x6.2x3.81 mm
0.90,Very Good,E,SI1,61.2,61.0,"$5,280",6.18x6.21x3.79 mm
0.90,Very Good,E,VVS2,63.3,54.0,"$7,480",6.17x6.21x3.92 mm
1.02,Excellent,F,SI2,60.5,59.0,"$7,760",6.53x6.55x3.96 mm
1.02,Excellent,D,VS2,61.6,56.0,"$8,830",6.48x6.5x4 mm
1.02,Good,H,SI2,62.7,59.0,"$5,240",6.33x6.38x3.98 mm
0.82,Very Good,E,VS2,62.5,60.0,"$4,060",5.93x6x3.73 mm
0.82,Excellent,E,VS2,62.7,57.0,"$4,060",5.96x5.98x3.74 mm
0.90,Very Good,F,SI1,60.1,60.0,"$4,890",6.25x6.27x3.76 mm
0.90,Excellent,F,SI1,61.1,58.0,"$4,960",6.23x6.27x3.82 mm
1.02,Excellent,E,SI1,62.4,57.0,"$7,070",6.41x6.47x4.02 mm
1.02,Excellent,D,VS2,61.9,58.0,"$8,830",6.43x6.47x3.99 mm
1.02,Excellent,E,SI2,61.4,56.0,"$7,120",6.49x6.52x4 mm
1.02,Excellent,D,SI1,61.4,58.0,"$8,580",6.45x6.49x3.97 mm
1.02,Excellent,D,VS1,61.6,59.0,"$9,850",6.45x6.48x3.98 mm
0.93,Very Good,G,VVS1,62.5,56.0,"$7,720",6.19x6.23x3.88 mm
0.71,Good,D,VS1,63.5,60.0,"$4,130",5.61x5.63x3.57 mm
0.73,Very Good,D,VS1,58.9,58.0,"$4,240",5.9x5.97x3.5 mm
0.95,Very Good,D,VS1,62.0,60.0,"$7,230",6.27x6.33x3.91 mm
1.01,Very Good,E,SI1,64.2,58.0,"$7,010",6.31x6.35x4.06 mm
1.01,Very Good,E,SI1,62.0,57.0,"$7,890",6.37x6.41x3.96 mm
0.74,Excellent,D,VVS1,60.0,59.0,"$5,510",5.86x5.91x3.53 mm
1.26,Excellent,F,VS2,60.3,61.0,"$8,950",6.97x7.02x4.22 mm
1.01,Excellent,G,SI1,61.0,58.0,"$6,920",6.44x6.48x3.94 mm
0.74,Excellent,E,VS1,61.8,57.0,"$4,020",5.8x5.82x3.59 mm
1.01,Very Good,E,SI2,59.6,58.0,"$6,800",6.54x6.58x3.91 mm
1.39,Very Good,H,VS2,62.6,56.0,"$8,380",7.1x7.17x4.47 mm
0.73,Excellent,F,VVS2,61.7,57.0,"$4,170",5.74x5.77x3.55 mm
1.01,Good,K,SI1,64.9,60.0,"$4,110",6.21x6.26x4.05 mm
1.01,Excellent,E,VS2,62.0,57.0,"$7,560",6.43x6.44x3.99 mm
0.95,Very Good,E,VS2,59.2,62.0,"$5,910",6.39x6.45x3.8 mm
1.28,Excellent,E,VS2,61.5,58.0,"$9,920",6.95x6.99x4.28 mm
1.01,Excellent,F,SI1,61.8,59.0,"$7,770",6.42x6.45x3.98 mm
1.07,Excellent,H,SI1,59.3,61.0,"$7,170",6.65x6.71x3.96 mm
1.07,Excellent,E,SI1,60.6,58.0,"$7,220",6.58x6.63x4 mm
0.74,Excellent,F,VS2,62.6,56.0,"$4,480",5.74x5.77x3.6 mm
1.06,Excellent,G,SI1,61.5,58.0,"$7,230",6.55x6.58x4.04 mm
1.06,Excellent,E,SI2,61.9,56.0,"$8,550",6.51x6.55x4.04 mm
1.06,Excellent,G,VS1,61.0,60.0,"$7,460",6.54x6.61x4.01 mm
1.06,Excellent,F,SI1,61.5,58.0,"$7,510",6.56x6.59x4.04 mm
1.12,Excellent,G,VS2,62.4,55.0,"$7,280",6.64x6.66x4.15 mm
0.96,Very Good,F,VS1,59.4,62.0,"$6,480",6.43x6.49x3.84 mm
1.11,Excellent,H,IF,62.3,55.0,"$8,500",6.64x6.68x4.15 mm
1.13,Very Good,H,SI2,63.4,55.0,"$6,280",6.62x6.64x4.2 mm
1.11,Excellent,F,VS2,62.5,59.0,"$7,960",6.57x6.6x4.12 mm
1.12,Excellent,F,VS2,62.7,59.0,"$8,030",6.6x6.64x4.15 mm
1.12,Excellent,F,VS2,63.0,58.0,"$8,030",6.6x6.63x4.17 mm
1.13,Excellent,G,SI1,62.2,56.0,"$7,470",6.65x6.69x4.15 mm
1.11,Very Good,E,SI2,63.0,56.0,"$7,410",6.58x6.62x4.16 mm
1.13,Excellent,E,SI2,61.8,56.0,"$6,600",6.66x6.73x4.14 mm
1.11,Very Good,E,SI2,62.1,59.0,"$6,120",6.58x6.62x4.1 mm
1.13,Excellent,H,VS2,60.5,58.0,"$6,580",6.72x6.78x4.09 mm
0.97,Very Good,D,SI1,59.0,53.0,"$5,810",6.49x6.62x3.87 mm
1.12,Excellent,G,VS1,62.1,58.0,"$8,270",6.64x6.68x4.14 mm
1.12,Excellent,E,VS2,60.8,60.0,"$7,860",6.65x6.71x4.06 mm
1.07,Excellent,F,SI1,62.3,56.0,"$6,470",6.52x6.56x4.08 mm
1.24,Excellent,I,VVS2,63.0,57.0,"$7,520",6.8x6.84x4.29 mm
1.00,Good,I,VS1,59.3,65.0,"$4,680",6.46x6.49x3.84 mm
1.41,Excellent,I,SI1,62.8,59.0,"$8,560",7.09x7.14x4.47 mm
1.36,Excellent,I,VVS2,60.8,59.0,"$6,740",7.1x7.13x4.33 mm
0.79,Excellent,D,IF,59.3,60.0,"$6,710",6.06x6.09x3.6 mm
1.04,Very Good,I,VS2,62.6,57.0,"$4,790",6.4x6.49x4.03 mm
1.12,Very Good,H,VS1,59.1,61.0,"$6,140",6.74x6.83x4.01 mm
1.24,Excellent,J,VVS2,60.3,58.0,"$6,730",6.95x7.07x4.23 mm
1.31,Very Good,H,VS2,58.1,60.0,"$7,550",7.18x7.25x4.2 mm
1.38,Excellent,D,SI2,62.2,57.0,"$8,000",7.12x7.14x4.43 mm
1.46,Very Good,J,VS2,60.4,64.0,"$6,280",7.26x7.41x4.43 mm
1.25,Excellent,D,SI1,60.6,62.0,"$9,570",6.93x6.96x4.21 mm
1.50,Very Good,G,SI2,64.6,58.0,"$7,550",7.07x7.17x4.6 mm
1.05,Very Good,I,VS2,62.8,60.0,"$4,830",6.4x6.48x4.05 mm
1.21,Very Good,J,SI2,61.1,57.0,"$4,700",6.87x6.91x4.21 mm
1.51,Very Good,K,SI1,62.7,57.0,"$6,410",7.26x7.31x4.57 mm
1.21,Excellent,K,VS2,61.5,59.0,"$4,010",6.83x6.86x4.21 mm
1.32,Very Good,G,SI1,61.2,60.0,"$8,800",7.02x7.05x4.3 mm
0.99,Very Good,I,VS1,60.3,61.0,"$4,720",6.39x6.5x3.89 mm
1.03,Very Good,H,VS1,61.4,58.0,"$5,270",6.54x6.6x4.04 mm
1.06,Very Good,F,VS2,59.2,63.0,"$7,100",6.62x6.71x3.95 mm
1.30,Excellent,E,SI1,62.8,59.0,"$9,690",6.86x6.96x4.34 mm
0.91,Excellent,E,VVS2,60.3,59.0,"$7,040",6.28x6.29x3.79 mm
1.06,Excellent,D,SI2,62.4,58.0,"$5,240",6.5x6.54x4.07 mm
1.31,Excellent,I,VVS1,62.2,55.0,"$8,560",6.98x7.02x4.35 mm
0.90,Excellent,D,VS2,62.8,57.0,"$5,370",6.12x6.17x3.86 mm
1.03,Very Good,I,VVS1,60.9,58.0,"$4,640",6.49x6.57x3.98 mm
1.09,Very Good,F,VS2,59.7,58.0,"$6,020",6.69x6.71x4 mm
1.00,Very Good,H,VS1,62.5,57.0,"$5,130",6.35x6.48x4.01 mm
1.00,Excellent,H,SI2,62.3,58.0,"$4,480",6.35x6.38x3.97 mm
1.00,Excellent,H,VVS2,62.9,57.0,"$7,620",6.35x6.39x4 mm
1.10,Excellent,F,SI2,59.6,60.0,"$4,400",6.69x6.73x4 mm
1.02,Excellent,E,SI2,62.2,58.0,"$4,670",6.42x6.45x4.01 mm
0.93,Good,D,VS2,58.5,64.0,"$4,200",6.36x6.38x3.73 mm
1.20,Excellent,I,SI1,61.6,58.0,"$6,130",6.77x6.82x4.19 mm
1.17,Good,K,VVS2,58.8,62.0,"$4,480",6.78x6.91x4.02 mm
1.01,Excellent,H,VS2,60.8,59.0,"$5,180",6.46x6.49x3.94 mm
1.00,Excellent,I,VVS1,60.7,60.0,"$4,342",6.46x6.49x3.93 mm
0.91,Excellent,F,VS1,59.8,60.0,"$4,750",6.29x6.33x3.77 mm
1.02,Excellent,G,VS1,62.6,58.0,"$4,892",6.37x6.41x4 mm
1.00,Excellent,I,VS1,62.5,59.0,"$5,710",6.36x6.38x3.98 mm
1.15,Excellent,I,VVS1,61.3,56.0,"$4,400",6.73x6.76x4.13 mm
1.34,Excellent,J,VS1,62.5,57.0,"$5,980",7.01x7.05x4.4 mm
1.04,Excellent,K,VVS2,62.4,59.0,"$4,000",6.43x6.47x4.03 mm
1.04,Good,H,VS2,61.0,64.0,"$4,600",6.46x6.55x3.97 mm
1.51,Excellent,J,SI1,62.5,57.0,"$6,620",7.27x7.32x4.56 mm
1.00,Excellent,J,VVS1,63.4,56.0,"$4,650",6.31x6.36x4.02 mm
1.43,Excellent,I,IF,62.9,57.0,"$8,629",7.15x7.2x4.51 mm
1.07,Excellent,H,VS1,61.8,56.0,"$8,130",6.58x6.62x4.08 mm
1.05,Excellent,G,VS2,60.7,59.0,"$6,790",6.54x6.56x3.98 mm
0.90,Excellent,E,VVS2,63.0,57.0,"$6,960",6.07x6.14x3.85 mm
1.00,Excellent,F,VVS1,60.4,60.0,"$8,580",6.43x6.47x3.9 mm
1.50,Very Good,G,SI2,58.9,59.0,"$7,680",7.41x7.44x4.38 mm
1.00,Excellent,E,VS1,60.6,59.0,"$8,490",6.47x6.51x3.94 mm
1.00,Excellent,G,VS1,62.3,57.0,"$6,630",6.32x6.37x3.96 mm
1.00,Excellent,D,SI2,61.2,59.0,"$4,530",6.37x6.42x3.92 mm
1.50,Excellent,J,SI2,63.7,56.0,"$6,620",7.2x7.26x4.61 mm
1.50,Excellent,I,VS2,63.0,58.0,"$8,920",7.16x7.28x4.55 mm
1.50,Excellent,J,SI2,63.3,56.0,"$6,320",7.23x7.29x4.59 mm
1.01,Excellent,H,IF,62.0,59.0,"$5,430",6.38x6.42x3.97 mm
1.10,Excellent,F,VS1,62.2,57.0,"$8,160",6.58x6.6x4.1 mm
1.02,Very Good,G,VVS2,62.9,58.0,"$6,270",6.36x6.41x4.02 mm
1.20,Excellent,G,VS2,62.7,57.0,"$6,220",6.72x6.77x4.23 mm
1.20,Good,D,VS1,58.5,58.0,"$9,700",6.97x7.02x4.09 mm
1.33,Excellent,H,VS2,62.3,58.0,"$8,716",7x7.04x4.37 mm
1.01,Excellent,E,VS1,60.9,60.0,"$8,340",6.45x6.49x3.94 mm
1.01,Very Good,E,SI2,62.6,60.0,"$4,110",6.26x6.32x3.94 mm
1.20,Excellent,H,VS2,62.6,58.0,"$5,550",6.7x6.76x4.21 mm
1.50,Excellent,E,SI1,62.2,57.0,"$9,900",7.33x7.35x4.57 mm
1.03,Very Good,I,VS2,61.9,59.0,"$5,720",6.4x6.48x3.98 mm
1.03,Excellent,G,SI1,60.5,62.0,"$5,180",6.51x6.54x3.95 mm
1.03,Very Good,I,VS2,59.2,63.0,"$5,800",6.58x6.62x3.91 mm
1.02,Very Good,F,SI1,57.5,63.0,"$6,330",6.64x6.66x3.82 mm
1.06,Excellent,G,VS2,62.5,56.0,"$5,520",6.5x6.56x4.08 mm
1.50,Very Good,I,SI1,62.3,64.0,"$7,900",7.13x7.24x4.48 mm
1.50,Excellent,I,SI2,62.8,56.0,"$7,280",7.33x7.36x4.61 mm
1.21,Excellent,G,VS2,61.4,60.0,"$6,270",6.83x6.89x4.21 mm
1.01,Excellent,F,SI2,60.4,61.0,"$4,130",6.45x6.48x3.9 mm
1.01,Excellent,F,SI2,61.3,60.0,"$4,390",6.41x6.43x3.94 mm
1.31,Excellent,H,VS2,62.5,59.0,"$8,170",6.96x7.01x4.37 mm
1.90,Excellent,K,VS1,62.3,59.0,"$9,540",7.82x7.87x4.89 mm
1.61,Excellent,I,VS2,62.8,59.0,"$9,460",7.41x7.48x4.67 mm
1.20,Excellent,I,VVS2,62.9,57.0,"$5,330",6.73x6.77x4.25 mm
1.21,Good,J,VS1,64.9,61.0,"$6,310",6.61x6.71x4.32 mm
1.29,Very Good,G,SI1,62.9,58.0,"$6,360",6.84x6.87x4.31 mm
1.10,Excellent,G,SI1,61.7,56.0,"$5,450",6.63x6.65x4.1 mm
1.02,Excellent,E,VS2,62.3,58.0,"$7,050",6.39x6.43x4 mm
1.50,Very Good,K,VS2,62.4,56.0,"$6,040",7.24x7.29x4.54 mm
1.02,Very Good,D,VS1,60.7,59.0,"$8,770",6.44x6.51x3.93 mm
1.01,Very Good,E,VS1,62.5,60.0,"$7,170",6.3x6.43x3.97 mm
1.01,Excellent,D,VVS2,62.1,55.0,"$7,400",6.46x6.5x4.02 mm
1.01,Very Good,F,VVS2,61.6,60.0,"$7,770",6.44x6.51x3.99 mm
1.01,Good,I,VS1,62.7,57.0,"$4,400",6.28x6.36x3.96 mm
1.31,Very Good,I,VS1,60.2,61.0,"$6,160",7.11x7.16x4.3 mm
1.00,Very Good,G,VS1,63.7,55.0,"$6,060",6.31x6.39x4.05 mm
1.02,Very Good,G,VS1,61.2,60.0,"$6,360",6.44x6.51x3.96 mm
1.08,Excellent,G,VS1,59.5,59.0,"$6,530",6.71x6.75x4.01 mm
1.21,Excellent,G,VS1,62.3,59.0,"$7,880",6.77x6.8x4.23 mm
1.02,Very Good,H,SI1,58.4,63.0,"$4,650",6.62x6.64x3.87 mm
1.01,Very Good,E,SI1,58.6,64.0,"$5,020",6.61x6.66x3.89 mm
1.52,Good,J,SI2,63.2,59.0,"$6,170",7.25x7.32x4.61 mm
1.50,Very Good,J,SI2,63.0,54.0,"$6,630",7.25x7.32x4.59 mm
1.00,Excellent,I,SI1,61.7,60.0,"$4,580",6.39x6.41x3.95 mm
1.09,Excellent,I,SI1,61.3,59.0,"$4,580",6.59x6.64x4.06 mm
0.91,Excellent,E,VS2,61.7,58.0,"$5,090",6.18x6.23x3.83 mm
1.50,Excellent,K,VS2,63.2,57.0,"$7,940",7.23x7.29x4.59 mm
1.50,Excellent,J,VS2,62.7,56.0,"$7,930",7.28x7.32x4.58 mm
1.34,Excellent,I,VS1,62.1,57.0,"$5,730",7.05x7.07x4.38 mm
1.40,Excellent,I,VS1,63.0,57.0,"$9,740",7.04x7.1x4.45 mm
0.98,Very Good,D,SI1,57.6,61.0,"$5,270",6.56x6.6x3.79 mm
0.95,Good,E,SI1,58.7,68.0,"$4,430",6.32x6.47x3.75 mm
0.91,Very Good,E,SI1,58.5,58.0,"$4,250",6.33x6.42x3.73 mm
1.51,Very Good,K,VS2,60.5,62.0,"$6,510",7.4x7.46x4.49 mm
0.99,Good,G,SI1,58.4,64.0,"$4,500",6.45x6.5x3.78 mm
1.01,Excellent,G,SI2,62.7,57.0,"$4,230",6.38x6.41x4.01 mm
1.02,Very Good,G,SI2,62.3,57.0,"$4,270",6.41x6.45x4.01 mm
0.98,Very Good,D,SI1,58.4,63.0,"$5,070",6.5x6.57x3.82 mm
1.04,Very Good,D,SI2,57.9,63.0,"$4,280",6.64x6.67x3.85 mm
1.00,Excellent,D,SI2,59.8,60.0,"$5,030",6.46x6.52x3.88 mm
1.52,Very Good,K,VVS1,58.2,62.0,"$7,750",7.5x7.54x4.38 mm
0.90,Good,D,VS1,62.9,62.0,"$5,400",6.13x6.16x3.86 mm
1.01,Good,I,VVS2,63.6,61.0,"$4,380",6.24x6.33x4 mm
1.54,Very Good,J,VS1,61.4,61.0,"$7,390",7.37x7.45x4.55 mm
1.50,Excellent,I,VS1,60.3,60.0,"$9,750",7.45x7.5x4.51 mm
1.58,Very Good,I,VS1,62.1,59.0,"$9,690",7.45x7.53x4.66 mm
1.51,Very Good,I,VS1,59.0,63.0,"$9,810",7.49x7.51x4.42 mm
0.95,Very Good,I,VS1,60.5,62.0,"$4,700",6.34x6.4x3.86 mm
1.00,Good,H,VVS2,59.1,62.0,"$5,540",6.5x6.53x3.85 mm
1.02,Very Good,F,VVS2,58.9,59.0,"$7,840",6.57x6.63x3.89 mm
1.01,Good,F,VVS2,58.6,68.0,"$7,320",6.49x6.61x3.83 mm
1.05,Very Good,F,VVS2,60.0,58.0,"$8,050",6.62x6.72x4 mm
1.02,Excellent,G,VS2,60.5,58.0,"$7,130",6.53x6.57x3.97 mm
1.01,Very Good,G,VS2,58.5,61.0,"$4,760",6.52x6.62x3.85 mm
1.02,Good,E,SI1,60.6,66.0,"$5,070",6.48x6.61x3.96 mm
1.08,Excellent,I,VS2,62.9,56.0,"$4,710",6.5x6.54x4.1 mm
1.01,Very Good,I,VS2,63.9,59.0,"$4,420",6.28x6.31x4.02 mm
1.00,Excellent,F,VS2,58.4,61.0,"$5,540",6.52x6.56x3.82 mm
1.02,Excellent,H,VS2,60.4,57.0,"$6,470",6.56x6.6x3.98 mm
1.00,Good,D,SI1,62.5,56.0,"$5,200",6.31x6.39x3.97 mm
1.01,Very Good,G,VS1,60.1,62.0,"$5,940",6.51x6.61x3.94 mm
1.00,Excellent,I,IF,59.6,59.0,"$5,360",6.46x6.51x3.87 mm
1.21,Excellent,H,SI1,61.0,60.0,"$4,670",6.87x6.92x4.21 mm
1.21,Excellent,G,VS2,60.1,61.0,"$6,930",6.91x6.98x4.17 mm
1.31,Excellent,E,SI1,59.1,61.0,"$9,680",7.13x7.17x4.23 mm
1.00,Very Good,E,VVS2,62.5,58.0,"$8,420",6.36x6.4x3.99 mm
1.11,Excellent,E,SI1,62.2,57.0,"$6,390",6.63x6.65x4.13 mm
1.51,Very Good,I,VS1,63.6,55.0,"$9,290",7.2x7.26x4.6 mm
1.11,Excellent,I,VS1,60.4,59.0,"$5,250",6.7x6.71x4.05 mm
1.00,Excellent,G,VS1,62.0,59.0,"$5,820",6.36x6.4x3.96 mm
1.05,Good,G,VS1,61.2,63.0,"$6,350",6.46x6.56x3.98 mm
1.00,Good,G,VS1,62.2,62.0,"$5,700",6.28x6.47x3.96 mm
1.00,Good,F,VS1,61.5,59.0,"$6,490",6.3x6.41x3.91 mm
1.01,Very Good,H,VVS2,60.3,56.0,"$7,160",6.44x6.5x3.9 mm
1.01,Good,G,VVS2,60.4,64.0,"$6,150",6.52x6.58x3.96 mm
1.07,Very Good,I,VVS2,59.4,60.0,"$5,220",6.71x6.81x4.01 mm
1.02,Excellent,F,VVS2,60.3,57.0,"$8,080",6.56x6.6x3.97 mm
1.00,Excellent,E,SI2,62.2,56.0,"$5,100",6.41x6.43x3.99 mm
1.50,Good,I,VS1,58.8,66.0,"$8,450",7.42x7.58x4.41 mm
0.96,Very Good,D,SI2,62.5,60.0,"$4,100",6.24x6.31x3.92 mm
1.01,Very Good,F,VVS1,62.4,56.0,"$8,650",6.4x6.45x4.01 mm
1.53,Very Good,J,VVS2,61.0,55.0,"$9,000",7.46x7.48x4.56 mm
1.50,Very Good,J,VVS2,61.1,61.0,"$8,370",7.35x7.44x4.52 mm
0.92,Very Good,F,VS2,63.4,58.0,"$4,730",6.13x6.22x3.92 mm
0.90,Very Good,F,VS2,64.0,55.0,"$4,310",6.03x6.06x3.87 mm
1.03,Very Good,E,SI2,58.5,59.0,"$4,130",6.62x6.66x3.88 mm
0.90,Very Good,E,VS2,61.1,62.0,"$4,750",6.18x6.23x3.79 mm
0.90,Very Good,E,VS2,63.8,54.0,"$4,950",6.1x6.14x3.9 mm
1.24,Very Good,I,VS1,58.5,62.0,"$5,930",7.02x7.1x4.13 mm
1.03,Good,D,SI1,63.1,64.0,"$5,090",6.26x6.33x3.98 mm
1.21,Excellent,G,VS1,62.2,58.0,"$6,630",6.79x6.83x4.24 mm
1.01,Very Good,G,VS1,61.1,61.0,"$5,750",6.39x6.43x3.91 mm
1.20,Excellent,F,SI2,60.0,61.0,"$6,340",6.86x6.91x4.13 mm
1.23,Very Good,F,SI2,63.3,58.0,"$5,560",6.76x6.81x4.29 mm
1.51,Good,J,VVS2,59.4,66.0,"$7,710",7.44x7.57x4.46 mm
1.20,Excellent,J,VVS2,61.2,60.0,"$4,770",6.79x6.82x4.17 mm
1.65,Very Good,J,VVS2,63.3,60.0,"$9,270",7.42x7.54x4.74 mm
1.00,Good,H,VS1,58.9,66.0,"$4,820",6.52x6.57x3.86 mm
0.92,Good,H,VS1,58.4,63.0,"$4,740",6.31x6.35x3.7 mm
1.01,Excellent,E,VS1,59.3,60.0,"$7,720",6.56x6.6x3.9 mm
0.81,Very Good,E,VS1,60.6,61.0,"$4,220",5.93x6.04x3.63 mm
1.02,Good,I,VS1,57.5,69.0,"$4,310",6.58x6.67x3.81 mm
1.61,Excellent,J,VVS1,62.0,56.0,"$9,860",7.49x7.57x4.67 mm
1.55,Good,K,VS2,59.7,54.0,"$6,580",7.51x7.55x4.49 mm
1.35,Good,I,VVS2,61.1,63.0,"$6,720",6.98x7.09x4.3 mm
1.70,Excellent,K,VS2,63.0,58.0,"$9,370",7.54x7.6x4.77 mm
1.90,Good,J,SI2,61.3,62.0,"$9,710",7.93x8.02x4.89 mm
1.56,Excellent,I,SI1,58.3,61.0,"$8,900",7.61x7.63x4.45 mm
1.51,Good,F,SI1,62.0,64.0,"$9,760",7.2x7.32x4.5 mm
1.52,Good,H,SI1,60.4,64.0,"$8,440",7.39x7.52x4.5 mm
1.78,Good,I,SI2,62.2,67.0,"$9,410",7.66x7.74x4.79 mm
1.50,Excellent,J,VVS1,61.2,55.0,"$7,430",7.36x7.37x4.51 mm
1.70,Excellent,K,VS2,60.1,61.0,"$6,090",7.67x7.72x4.62 mm
1.09,Excellent,J,VVS1,62.3,58.0,"$4,070",6.56x6.58x4.09 mm
0.87,Excellent,F,VVS1,60.2,60.0,"$4,590",6.15x6.17x3.71 mm
1.00,Excellent,G,SI2,58.5,61.0,"$4,330",6.53x6.55x3.83 mm
1.00,Excellent,I,VVS1,60.3,59.0,"$4,100",6.47x6.5x3.91 mm
1.51,Excellent,J,VVS1,62.2,58.0,"$7,700",7.3x7.34x4.55 mm
1.52,Very Good,I,VS1,60.8,60.0,"$9,470",7.43x7.44x4.52 mm
1.55,Excellent,J,SI1,59.7,60.0,"$7,630",7.54x7.6x4.52 mm
1.01,Very Good,H,VVS2,60.2,64.0,"$5,510",6.46x6.52x3.91 mm
1.05,Very Good,E,VVS1,61.5,61.0,"$9,310",6.54x6.57x4.03 mm
1.54,Very Good,K,SI1,59.8,57.0,"$6,450",7.48x7.59x4.51 mm
1.57,Excellent,K,SI1,62.2,58.0,"$6,760",7.45x7.47x4.63 mm
1.50,Good,K,SI1,59.6,67.0,"$5,930",7.43x7.55x4.46 mm
1.01,Excellent,F,SI2,62.2,58.0,"$5,090",6.36x6.41x3.97 mm
1.01,Excellent,I,SI1,62.0,57.0,"$4,220",6.43x6.46x4 mm
1.00,Excellent,E,SI2,61.6,57.0,"$5,830",6.4x6.44x3.95 mm
2.03,Excellent,K,SI1,62.6,59.0,"$9,960",7.99x8.06x5.03 mm
1.00,Excellent,G,VVS1,61.8,61.0,"$5,692",6.36x6.4x3.95 mm
1.50,Very Good,K,VVS2,63.7,55.0,"$4,400",7.23x7.28x4.62 mm
1.20,Excellent,H,VVS2,62.3,58.0,"$5,380",6.76x6.77x4.22 mm
1.31,Excellent,J,IF,62.8,57.0,"$5,638",6.94x6.98x4.37 mm
1.60,Excellent,J,VVS1,63.4,58.0,"$6,830",7.37x7.43x4.69 mm
0.91,Excellent,E,IF,61.4,56.0,"$4,980",6.21x6.25x3.82 mm
1.02,Excellent,H,VS2,62.0,57.0,"$4,680",6.43x6.46x4 mm
1.61,Excellent,I,SI1,63.2,56.0,"$9,680",7.42x7.46x4.71 mm
1.06,Excellent,G,VS1,62.3,56.0,"$7,600",6.5x6.53x4.06 mm
1.03,Excellent,G,VS1,61.1,56.0,"$6,050",6.54x6.57x4 mm
1.30,Excellent,J,VVS2,63.6,56.0,"$4,979",6.87x6.94x4.39 mm
1.00,Excellent,D,VS2,62.6,56.0,"$4,493",6.34x6.38x3.98 mm
1.04,Very Good,E,VS2,58.9,65.0,"$6,360",6.64x6.67x3.92 mm
1.00,Very Good,H,VS2,60.4,58.0,"$4,660",6.39x6.44x3.88 mm
1.00,Very Good,H,VS2,62.8,56.0,"$4,660",6.37x6.38x4 mm
1.54,Excellent,F,SI2,62.3,60.0,"$7,400",7.35x7.38x4.59 mm
1.30,Excellent,I,VS1,62.2,59.0,"$5,830",6.94x6.99x4.33 mm
1.00,Excellent,F,SI2,62.6,58.0,"$4,160",6.32x6.37x3.97 mm
0.80,Excellent,D,VS1,59.1,59.0,"$4,070",6.09x6.14x3.61 mm
1.59,Very Good,J,SI2,64.6,57.0,"$5,660",7.24x7.31x4.7 mm
1.52,Very Good,H,SI2,63.1,59.0,"$7,120",7.2x7.24x4.56 mm
1.51,Good,H,SI2,63.6,61.0,"$6,940",7.14x7.21x4.56 mm
1.01,Excellent,E,SI1,62.1,58.0,"$4,580",6.38x6.4x3.97 mm
1.02,Excellent,J,VVS2,61.2,60.0,"$4,030",6.47x6.5x3.97 mm
1.52,Excellent,I,SI2,62.6,57.0,"$8,410",7.34x7.36x4.6 mm
1.08,Excellent,I,SI2,63.1,56.0,"$4,420",6.51x6.54x4.12 mm
1.22,Excellent,J,SI2,61.8,56.0,"$4,650",6.83x6.88x4.24 mm
1.23,Excellent,H,VS2,62.9,57.0,"$8,000",6.79x6.83x4.28 mm
1.01,Very Good,I,VS1,60.1,58.0,"$5,080",6.49x6.52x3.91 mm
1.41,Excellent,I,VS1,62.5,57.0,"$9,160",7.12x7.17x4.46 mm
1.52,Very Good,J,SI2,63.6,57.0,"$4,850",7.19x7.24x4.59 mm
1.02,Excellent,G,VS1,58.1,59.0,"$5,580",6.65x6.7x3.88 mm
1.01,Very Good,F,VS1,64.4,57.0,"$5,730",6.23x6.31x4.04 mm
1.00,Very Good,E,VS1,63.3,58.0,"$6,140",6.23x6.29x3.96 mm
1.01,Very Good,G,VS1,64.4,57.0,"$4,550",6.23x6.27x4.03 mm
1.01,Very Good,H,VVS2,64.2,58.0,"$4,000",6.22x6.31x4.03 mm
1.51,Excellent,G,SI1,60.8,56.0,"$9,140",7.41x7.44x4.52 mm
1.00,Excellent,E,SI1,60.7,57.0,"$4,510",6.46x6.48x3.93 mm
1.01,Excellent,H,VS1,60.9,59.0,"$5,010",6.48x6.53x3.96 mm
1.23,Excellent,I,VVS2,59.0,60.0,"$6,120",7.01x7.06x4.16 mm
0.90,Very Good,G,IF,59.9,61.0,"$5,880",6.28x6.3x3.77 mm
1.03,Excellent,I,SI2,60.8,61.0,"$4,500",6.5x6.53x3.97 mm
1.01,Good,I,VS2,58.3,63.0,"$4,690",6.48x6.53x3.79 mm
1.30,Excellent,J,VS1,62.4,57.0,"$4,410",6.93x6.97x4.33 mm
