carat,cut,color,clarity,depth,table,price,measurements
1.20,Excellent,G,VS1,62.4,59.0,"$4,870",6.72x6.77x4.21 mm
1.51,Very Good,K,VS1,64.7,58.0,"$4,169",7.06x7.12x4.59 mm
1.50,Very Good,K,VS1,64.8,57.0,"$4,480",7.05x7.12x4.59 mm
1.53,Very Good,K,VS1,64.6,56.0,"$4,072",7.12x7.19x4.63 mm
1.51,Very Good,K,VS1,64.9,57.0,"$4,370",7.08x7.15x4.62 mm
0.90,Excellent,F,VVS2,62.7,58.0,"$4,190",6.1x6.14x3.84 mm
1.30,Excellent,E,SI1,62.9,59.0,"$5,540",6.88x6.92x4.34 mm
1.50,Very Good,J,VS1,64.9,57.0,"$5,120",7.04x7.11x4.6 mm
1.51,Very Good,I,VS2,64.9,55.0,"$6,040",7.07x7.14x4.61 mm
1.69,Excellent,K,SI1,62.5,58.0,"$5,900",7.55x7.59x4.73 mm
1.30,Excellent,H,SI1,62.0,58.0,"$5,090",6.92x6.96x4.31 mm
1.53,Excellent,I,VS2,62.7,57.0,"$7,120",7.31x7.34x4.59 mm
1.50,Excellent,I,SI1,62.8,58.0,"$7,031",7.27x7.29x4.58 mm
1.51,Excellent,H,VS2,62.8,56.0,"$8,420",7.27x7.31x4.58 mm
0.84,Excellent,F,IF,61.6,57.0,"$4,690",6.04x6.06x3.73 mm
0.98,Excellent,E,VVS1,62.6,56.0,"$8,370",6.31x6.34x3.96 mm
1.01,Excellent,F,VVS2,62.7,58.0,"$7,798",6.38x6.42x4.01 mm
1.08,Excellent,D,VVS1,62.4,57.0,"$9,968",6.53x6.55x4.08 mm
0.91,Excellent,D,VVS1,59.8,56.0,"$8,705",6.33x6.35x3.79 mm
1.00,Excellent,D,VS2,62.7,58.0,"$6,793",6.32x6.36x3.98 mm
1.52,Excellent,F,SI2,60.9,59.0,"$7,360",7.38x7.41x4.5 mm
0.90,Excellent,E,VVS2,62.7,57.0,"$5,110",6.12x6.16x3.85 mm
0.90,Excellent,E,VVS2,60.9,59.0,"$4,650",6.19x6.24x3.79 mm
1.53,Excellent,J,VVS2,62.3,58.0,"$6,329",7.34x7.38x4.58 mm
1.20,Excellent,F,IF,62.4,57.0,"$9,370",6.75x6.79x4.23 mm
0.90,Excellent,E,IF,62.3,58.0,"$5,875",6.13x6.16x3.82 mm
0.90,Excellent,F,VVS1,62.6,58.0,"$5,360",6.14x6.19x3.86 mm
1.21,Excellent,H,VS1,62.7,59.0,"$4,255",6.77x6.81x4.26 mm
1.00,Excellent,G,VS1,61.1,60.0,"$4,830",6.44x6.48x3.95 mm
0.86,Excellent,F,IF,62.3,59.0,"$4,784",6.02x6.06x3.76 mm
1.00,Excellent,E,SI1,60.8,61.0,"$4,740",6.4x6.43x3.9 mm
1.00,Very Good,F,VS2,64.4,57.0,"$4,590",6.17x6.24x3.99 mm
0.96,Excellent,D,VVS2,62.3,58.0,"$6,631",6.26x6.27x3.9 mm
0.90,Excellent,F,VVS2,62.4,58.0,"$5,173",6.12x6.17x3.83 mm
1.01,Excellent,H,VS2,62.6,58.0,"$4,579",6.35x6.39x3.99 mm
,,,,,,,
1.00,Excellent,D,VS2,62.7,58.0,"$6,707",6.32x6.36x3.97 mm
1.00,Very Good,E,VS1,63.5,58.0,"$5,216",6.18x6.26x3.95 mm
1.00,Excellent,G,VS1,63.6,56.0,"$5,594",6.31x6.35x4.03 mm
0.80,Excellent,D,VS1,60.3,60.0,"$4,115",6.01x6.04x3.63 mm
1.70,Excellent,J,SI2,62.1,59.0,"$5,400",7.63x7.67x4.75 mm
1.00,Excellent,D,SI1,63.5,56.0,"$4,580",6.31x6.35x4.02 mm
0.94,Excellent,D,VVS1,60.1,59.0,"$8,154",6.37x6.38x3.83 mm
0.92,Excellent,F,VVS2,60.2,59.0,"$5,600",6.33x6.36x3.82 mm
0.80,Excellent,D,IF,62.7,57.0,"$5,011",5.9x5.93x3.71 mm
,,,,,,,
1.20,Excellent,H,VS2,61.9,60.0,"$5,195",6.8x6.83x4.22 mm
1.80,Excellent,J,SI2,62.6,57.0,"$8,160",7.72x7.75x4.84 mm
0.90,Excellent,E,VVS1,62.9,55.0,"$5,640",6.12x6.15x3.86 mm
1.10,Excellent,E,SI2,62.2,58.0,"$4,244",6.55x6.59x4.09 mm
1.52,Excellent,K,SI2,60.0,59.0,"$4,150",7.47x7.5x4.49 mm
1.50,Excellent,K,SI2,61.9,56.0,"$4,250",7.31x7.33x4.53 mm
1.21,Excellent,E,VS2,62.6,57.0,,6.78x6.8x4.25 mm
1.50,Excellent,H,SI1,62.5,59.0,"$8,270",7.28x7.31x4.56 mm
1.06,Excellent,H,VVS1,62.7,56.0,"$5,735",6.48x6.5x4.07 mm
1.04,Excellent,E,VS2,61.5,59.0,"$6,091",6.52x6.53x4.01 mm
1.01,Excellent,F,SI1,61.7,56.0,"$4,070",6.41x6.43x3.96 mm
1.00,Excellent,F,SI1,63.1,55.0,"$4,050",6.33x6.35x4 mm
1.09,Excellent,F,SI1,60.6,59.0,"$4,420",6.59x6.63x4.01 mm
1.00,Excellent,F,SI1,61.8,60.0,"$4,030",6.37x6.42x3.95 mm
1.07,Excellent,G,VS1,61.3,58.0,"$4,640",6.55x6.6x4.03 mm
1.09,Excellent,G,VS2,61.8,59.0,"$4,660",6.56x6.59x4.07 mm
1.00,Excellent,F,VS1,63.6,56.0,"$5,900",6.29x6.35x4.02 mm
1.00,Excellent,E,VS2,63.1,56.0,"$5,160",6.34x6.39x4.01 mm
1.00,Excellent,G,VS2,58.5,62.0,"$4,290",6.54x6.58x3.84 mm
1.07,Excellent,F,VS2,62.4,57.0,"$5,050",6.5x6.54x4.07 mm
1.00,Excellent,I,VVS1,61.9,61.0,"$4,120",6.34x6.4x3.94 mm
1.12,Excellent,D,VVS1,62.7,55.0,"$9,350",6.6x6.63x4.15 mm
1.04,Excellent,D,VVS2,62.4,57.0,"$8,380",6.42x6.45x4.02 mm
0.90,Excellent,D,VS1,63.4,56.0,"$4,040",6.08x6.14x3.88 mm
1.00,Excellent,E,VS2,61.2,62.0,"$5,160",6.36x6.4x3.91 mm
1.05,Excellent,F,VS2,61.9,58.0,"$5,160",6.45x6.5x4.01 mm
1.00,Excellent,F,VS1,63.6,56.0,"$5,920",6.29x6.34x4.01 mm
1.00,Excellent,D,SI1,60.5,62.0,"$4,710",6.43x6.48x3.9 mm
1.09,Excellent,H,VVS2,59.9,59.0,"$4,410",6.64x6.68x3.99 mm
1.00,Excellent,D,SI1,63.6,57.0,"$4,470",6.27x6.35x4.02 mm
1.00,Excellent,D,VVS1,61.7,53.0,"$9,040",6.39x6.48x3.97 mm
1.00,Excellent,H,VS1,63.3,56.0,"$4,170",6.31x6.36x4.01 mm
1.08,Excellent,E,VS1,62.5,56.0,"$6,420",6.52x6.58x4.09 mm
1.00,Excellent,D,SI1,62.6,55.0,"$4,310",6.37x6.41x4 mm
1.00,Excellent,D,SI1,60.6,62.0,"$4,430",6.44x6.49x3.92 mm
1.20,Excellent,I,VS1,63.7,55.0,"$4,240",6.66x6.75x4.27 mm
1.01,Excellent,G,VS2,62.7,58.0,"$4,330",6.35x6.41x4 mm
1.00,Excellent,D,VS1,63.5,56.0,"$6,930",6.31x6.35x4.02 mm
1.08,Excellent,E,VS2,62.5,59.0,"$4,650",6.51x6.56x4.08 mm
1.00,Excellent,E,SI1,62.6,58.0,"$4,020",6.34x6.37x3.98 mm
1.00,Excellent,D,VS2,59.5,62.0,"$5,830",6.46x6.5x3.85 mm
1.05,Excellent,G,VS1,62.5,56.0,"$5,180",6.42x6.46x4.03 mm
1.00,Excellent,F,VS2,63.5,56.0,"$4,610",6.27x6.36x4.01 mm
1.00,Excellent,F,VS2,62.6,55.0,"$4,790",6.33x6.36x3.97 mm
1.00,Excellent,D,SI1,62.1,61.0,"$4,410",6.34x6.42x3.96 mm
1.00,Excellent,E,VS2,63.2,55.0,"$4,310",6.3x6.35x4 mm
1.00,Excellent,D,SI1,62.8,58.0,"$4,630",6.33x6.38x3.99 mm
1.00,Excellent,D,SI1,61.5,61.0,"$4,690",6.34x6.39x3.91 mm
1.30,Excellent,I,IF,63.6,57.0,"$5,440",6.87x6.92x4.39 mm
1.00,Excellent,F,VVS2,63.9,57.0,"$6,130",6.24x6.33x4.02 mm
1.00,Excellent,E,VS2,61.4,60.0,"$5,160",6.41x6.46x3.96 mm
1.00,Excellent,F,VS2,63.3,57.0,"$4,980",6.32x6.37x4.01 mm
1.00,Excellent,G,VVS2,61.3,62.0,"$5,260",6.36x6.4x3.91 mm
1.05,Excellent,E,VS2,62.6,59.0,"$5,390",6.44x6.49x4.05 mm
1.00,Excellent,F,VS1,57.7,62.0,"$6,010",6.58x6.62x3.81 mm
1.00,Excellent,F,VS2,60.1,62.0,"$4,710",6.41x6.47x3.87 mm
1.00,Excellent,G,VS2,63.4,56.0,"$4,240",6.32x6.36x4.02 mm
1.00,Excellent,I,VVS1,63.1,54.0,"$4,100",6.33x6.36x4.01 mm
1.00,Excellent,D,VS2,63.1,53.0,"$5,830",6.34x6.38x4.01 mm
1.09,Excellent,F,SI1,62.6,57.0,"$4,210",6.52x6.57x4.1 mm
1.00,Excellent,H,VVS1,60.2,62.0,"$4,500",6.4x6.45x3.87 mm
1.00,Excellent,G,VS2,63.4,57.0,"$4,270",6.32x6.37x4.02 mm
1.04,Excellent,F,VVS1,62.2,56.0,"$8,400",6.44x6.47x4.02 mm
1.05,Excellent,F,VS2,59.9,59.0,"$5,000",6.57x6.61x3.94 mm
1.00,Very Good,D,VVS2,64.1,59.0,"$6,240",6.18x6.24x3.98 mm
1.00,Excellent,E,VS2,63.2,60.0,"$5,100",6.31x6.36x4 mm
1.00,Excellent,E,VVS1,62.2,62.0,"$8,500",6.31x6.39x3.95 mm
1.08,Excellent,D,VVS2,62.4,57.0,"$8,710",6.48x6.54x4.06 mm
1.06,Excellent,F,VS2,62.0,59.0,"$5,210",6.5x6.54x4.05 mm
1.00,Excellent,E,SI1,61.9,62.0,"$4,000",6.34x6.39x3.94 mm
1.00,Excellent,D,SI1,63.1,55.0,"$4,270",6.33x6.38x4.01 mm
1.00,Very Good,E,VS2,64.9,58.0,"$4,290",6.15x6.23x4.02 mm
1.00,Excellent,F,VS2,63.6,57.0,"$4,980",6.31x6.35x4.02 mm
1.00,Excellent,F,VS1,62.8,55.0,"$5,940",6.33x6.36x3.99 mm
1.00,Very Good,E,VS2,64.7,56.0,"$4,400",6.18x6.25x4.02 mm
1.09,Excellent,H,VS1,62.7,57.0,"$4,550",6.52x6.56x4.1 mm
1.04,Excellent,E,VS2,62.0,59.0,"$5,340",6.45x6.5x4.02 mm
1.01,Excellent,D,VS2,59.4,60.0,"$5,890",6.51x6.54x3.88 mm
1.00,Excellent,H,VVS1,62.7,55.0,"$4,250",6.32x6.37x3.98 mm
1.00,Very Good,F,VS2,64.6,56.0,"$4,150",6.18x6.23x4.01 mm
1.00,Excellent,F,VVS1,61.6,61.0,"$6,910",6.38x6.4x3.94 mm
1.09,Excellent,G,SI1,62.7,58.0,"$4,060",6.52x6.57x4.1 mm
1.01,Excellent,E,VVS1,61.6,61.0,"$7,350",6.4x6.45x3.96 mm
1.00,Excellent,D,SI1,63.0,56.0,"$4,090",6.28x6.36x3.98 mm
1.03,Excellent,G,VS2,61.8,59.0,"$4,340",6.42x6.46x3.98 mm
1.00,Excellent,E,SI1,61.7,62.0,"$4,090",6.35x6.4x3.93 mm
1.00,Excellent,F,VS2,63.1,54.0,"$4,890",6.31x6.37x4 mm
1.03,Excellent,H,VS1,62.3,59.0,"$4,220",6.41x6.46x4.01 mm
1.03,Excellent,F,VS1,61.3,58.0,"$5,490",6.46x6.5x3.98 mm
1.00,Excellent,D,SI1,63.5,56.0,"$4,250",6.3x6.36x4.02 mm
1.00,Excellent,F,VS2,63.1,55.0,"$4,850",6.3x6.38x4 mm
1.03,Excellent,G,VS2,62.5,58.0,"$4,340",6.4x6.44x4.01 mm
1.00,Excellent,G,VS2,62.9,57.0,"$4,290",6.33x6.38x4 mm
0.90,Excellent,E,VS1,63.0,56.0,"$4,190",6.1x6.15x3.86 mm
1.50,Excellent,J,SI1,62.5,58.0,"$5,770",7.26x7.3x4.55 mm
1.00,Excellent,E,SI1,60.0,59.0,"$4,050",6.43x6.49x3.88 mm
1.05,Excellent,H,VVS2,61.4,59.0,"$4,420",6.52x6.57x4.02 mm
1.04,Excellent,F,VS2,60.8,59.0,"$5,180",6.48x6.53x3.95 mm
1.01,Excellent,F,VS2,62.4,56.0,"$4,650",6.36x6.41x3.98 mm
1.00,Excellent,D,VVS1,63.8,57.0,"$8,770",6.29x6.38x4.04 mm
1.00,Excellent,D,VS1,62.3,58.0,"$6,310",6.34x6.37x3.96 mm
1.00,Excellent,F,VVS2,62.0,62.0,"$6,840",6.35x6.4x3.95 mm
1.00,Excellent,E,VS2,62.9,55.0,"$4,640",6.32x6.37x3.99 mm
1.23,Excellent,G,SI1,62.7,57.0,"$5,330",6.76x6.81x4.26 mm
1.50,Excellent,K,VVS2,63.6,57.0,"$5,480",7.2x7.26x4.6 mm
1.00,Excellent,D,VS1,62.9,55.0,"$7,280",6.33x6.37x4 mm
1.01,Excellent,D,SI1,60.0,62.0,"$4,350",6.49x6.52x3.91 mm
1.00,Excellent,F,VS1,60.3,61.0,"$5,190",6.42x6.46x3.89 mm
1.02,Excellent,G,VS2,62.4,59.0,"$4,350",6.4x6.43x4 mm
1.00,Excellent,E,SI1,62.7,61.0,"$4,040",6.33x6.38x3.98 mm
1.00,Excellent,D,SI1,62.1,61.0,"$4,690",6.36x6.41x3.97 mm
1.00,Excellent,D,SI1,60.0,62.0,"$4,390",6.44x6.48x3.87 mm
1.00,Excellent,D,VS1,62.2,61.0,"$6,340",6.33x6.37x3.95 mm
1.00,Excellent,F,VS2,63.5,57.0,"$5,000",6.31x6.37x4.03 mm
1.00,Very Good,F,VS2,64.7,60.0,"$4,190",6.2x6.24x4.03 mm
1.09,Excellent,F,VS2,62.4,57.0,"$5,270",6.58x6.6x4.11 mm
1.00,Excellent,D,VS2,63.3,55.0,"$5,350",6.27x6.35x4 mm
1.00,Excellent,E,SI1,62.7,57.0,"$4,070",6.37x6.41x4 mm
1.00,Excellent,D,SI1,60.9,61.0,"$4,870",6.4x6.44x3.91 mm
1.00,Excellent,D,SI1,62.4,58.0,"$4,410",6.28x6.38x3.95 mm
1.00,Excellent,F,VS1,59.6,62.0,"$5,350",6.52x6.57x3.9 mm
1.01,Excellent,F,VS2,59.7,59.0,"$4,990",6.48x6.51x3.88 mm
1.00,Excellent,E,VS2,60.5,62.0,"$5,140",6.44x6.46x3.91 mm
1.00,Excellent,F,VVS2,63.2,56.0,"$6,840",6.3x6.35x4 mm
1.00,Excellent,D,VS1,62.7,58.0,"$7,280",6.35x6.39x4 mm
1.09,Excellent,H,VS1,62.1,58.0,"$4,380",6.53x6.58x4.07 mm
1.09,Excellent,D,VS2,62.6,57.0,"$5,790",6.54x6.59x4.11 mm
1.00,Excellent,H,VVS1,63.0,56.0,"$4,580",6.34x6.39x4.01 mm
1.00,Excellent,E,VS2,62.7,58.0,"$4,730",6.34x6.4x3.99 mm
1.02,Excellent,E,VS2,62.4,57.0,"$5,240",6.38x6.41x3.99 mm
1.00,Excellent,F,VS2,63.0,55.0,"$4,690",6.32x6.36x3.99 mm
1.01,Excellent,G,VS2,61.0,59.0,"$4,420",6.42x6.47x3.93 mm
1.00,Excellent,D,SI1,62.8,56.0,"$4,450",6.29x6.38x3.98 mm
1.00,Excellent,D,VS1,63.0,54.0,"$7,280",6.32x6.37x4 mm
1.00,Excellent,D,VS2,63.7,56.0,"$5,350",6.27x6.36x4.02 mm
1.00,Excellent,F,VVS1,63.6,56.0,"$7,180",6.32x6.36x4.03 mm
1.00,Very Good,D,VS2,64.3,57.0,"$4,950",6.17x6.25x4 mm
1.03,Excellent,E,VS2,62.5,58.0,"$5,710",6.39x6.44x4.01 mm
1.00,Excellent,E,VS2,63.1,57.0,"$5,160",6.32x6.36x4 mm
1.00,Excellent,I,VVS1,62.7,58.0,"$4,050",6.31x6.35x3.97 mm
1.00,Very Good,D,VVS2,64.6,57.0,"$5,770",6.16x6.24x4 mm
1.01,Excellent,E,VS2,59.5,59.0,"$5,190",6.5x6.53x3.88 mm
1.07,Excellent,G,VVS2,62.8,55.0,"$5,910",6.49x6.53x4.09 mm
1.00,Excellent,E,VVS1,60.3,62.0,"$8,500",6.4x6.48x3.88 mm
1.00,Excellent,E,VVS1,62.9,55.0,"$7,380",6.31x6.36x3.99 mm
1.00,Excellent,E,VS2,59.6,61.0,"$5,530",6.48x6.53x3.88 mm
1.01,Excellent,D,VS1,62.6,56.0,"$7,100",6.36x6.41x4 mm
1.14,Excellent,I,VVS1,62.5,56.0,"$4,140",6.61x6.66x4.15 mm
1.00,Excellent,F,VS2,63.5,58.0,"$4,890",6.28x6.36x4.01 mm
1.00,Excellent,E,SI1,63.6,56.0,"$4,130",6.29x6.34x4.02 mm
1.00,Excellent,E,SI1,61.7,59.0,"$4,000",6.37x6.41x3.94 mm
1.00,Excellent,E,SI1,63.7,57.0,"$4,000",6.29x6.33x4.02 mm
0.90,Very Good,F,VVS1,64.8,58.0,"$4,030",5.93x6.01x3.87 mm
1.00,Excellent,D,VS2,59.7,61.0,"$5,260",6.43x6.48x3.85 mm
1.09,Excellent,E,VS2,62.4,58.0,"$4,950",6.55x6.59x4.1 mm
1.03,Excellent,D,VVS2,60.3,59.0,"$7,150",6.52x6.56x3.94 mm
1.00,Excellent,D,SI1,62.0,60.0,"$4,710",6.38x6.42x3.97 mm
1.00,Excellent,G,VS2,63.1,58.0,"$4,090",6.29x6.34x3.98 mm
1.02,Excellent,F,VS2,62.5,59.0,"$5,040",6.38x6.44x4 mm
1.09,Excellent,H,VVS2,62.6,57.0,"$4,370",6.52x6.57x4.1 mm
1.01,Excellent,D,VS1,62.7,58.0,"$6,400",6.35x6.39x3.99 mm
1.00,Excellent,G,VS2,63.6,58.0,"$4,270",6.29x6.33x4.01 mm
1.00,Excellent,G,VS2,59.8,62.0,"$4,290",6.45x6.5x3.87 mm
1.00,Excellent,D,VS1,60.4,60.0,"$6,930",6.45x6.5x3.91 mm
1.00,Excellent,G,VVS2,63.0,55.0,"$5,560",6.32x6.38x4 mm
1.00,Excellent,D,VS2,62.4,61.0,"$5,160",6.31x6.37x3.96 mm
1.16,Excellent,G,VS1,62.2,58.0,"$6,440",6.67x6.72x4.16 mm
1.00,Excellent,E,VS1,62.7,58.0,"$6,588",6.31x6.35x3.97 mm
1.50,Excellent,H,SI2,60.9,59.0,"$5,800",7.32x7.39x4.48 mm
0.90,Excellent,E,VVS2,62.0,56.0,"$5,310",6.19x6.21x3.84 mm
1.00,Excellent,E,SI1,63.2,57.0,"$4,780",6.33x6.37x4.01 mm
0.90,Excellent,F,IF,62.9,56.0,"$6,410",6.09x6.14x3.84 mm
0.70,Excellent,D,FL,61.0,57.0,"$4,980",5.73x5.76x3.5 mm
0.78,Excellent,D,VVS1,62.5,57.0,"$4,670",5.83x5.86x3.65 mm
0.94,Excellent,F,VVS2,59.6,58.0,"$4,480",6.39x6.42x3.82 mm
1.00,Excellent,G,VVS2,63.4,56.0,"$5,090",6.27x6.36x4 mm
1.01,Excellent,D,VS1,62.4,59.0,"$7,520",6.36x6.39x3.98 mm
1.07,Excellent,E,VS2,61.9,58.0,"$6,178",6.5x6.54x4.04 mm
1.51,Excellent,F,SI2,62.5,57.0,"$8,330",7.28x7.34x4.57 mm
1.60,Excellent,K,SI2,62.7,56.0,"$4,000",7.4x7.44x4.66 mm
1.20,Excellent,F,SI2,62.3,60.0,"$4,820",6.76x6.79x4.22 mm
1.50,Excellent,J,VS2,63.5,56.0,"$5,897",7.21x7.26x4.6 mm
1.20,Excellent,G,SI1,61.6,59.0,"$4,590",6.75x6.78x4.17 mm
1.03,Excellent,E,VVS2,61.9,58.0,"$7,350",6.46x6.48x4 mm
2.00,Very Good,J,SI2,64.8,56.0,"$8,920",7.79x7.85x5.07 mm
1.01,Excellent,H,VVS2,62.5,58.0,"$4,050",6.37x6.41x3.99 mm
1.00,Excellent,E,VS2,63.6,56.0,"$4,310",6.29x6.34x4.02 mm
1.13,Excellent,E,SI1,59.0,60.0,"$5,750",6.82x6.87x4.04 mm
1.53,Excellent,K,IF,59.5,58.0,"$6,600",7.49x7.54x4.47 mm
2.01,Excellent,K,SI1,63.4,56.0,"$7,171",7.99x8.03x5.08 mm
1.73,Excellent,J,SI2,61.9,57.0,"$4,817",7.65x7.69x4.75 mm
1.90,Excellent,K,SI2,62.5,56.0,"$7,830",7.88x7.92x4.94 mm
2.03,Excellent,K,VS2,62.6,58.0,,8.05x8.08x5.05 mm
0.91,Excellent,E,VVS1,61.7,56.0,"$6,550",6.2x6.24x3.84 mm
0.83,Excellent,D,VVS1,61.1,59.0,"$7,140",6.01x6.05x3.68 mm
1.30,Excellent,J,VS2,62.5,58.0,"$4,350",6.94x6.96x4.34 mm
1.41,Very Good,G,SI2,59.9,61.0,"$6,730",7.22x7.23x4.33 mm
1.26,Excellent,G,VVS2,62.4,57.0,"$8,510",6.84x6.9x4.28 mm
1.65,Excellent,I,SI1,62.7,57.0,"$7,420",7.46x7.52x4.7 mm
1.00,Excellent,E,VVS1,63.6,56.0,"$7,916",6.32x6.37x4.03 mm
1.01,Very Good,G,VS1,61.3,63.0,"$4,100",6.41x6.47x3.95 mm
1.00,Excellent,E,SI1,63.5,57.0,"$4,290",6.32x6.36x4.03 mm
1.55,Excellent,I,VS1,62.5,58.0,"$8,143",7.35x7.36x4.6 mm
1.10,Excellent,I,VS2,62.4,58.0,"$4,018",6.55x6.57x4.1 mm
0.85,Excellent,D,IF,62.0,56.0,"$8,057",6.06x6.08x3.76 mm
1.00,Excellent,E,VS2,62.6,58.0,"$5,940",6.33x6.37x3.97 mm
1.16,Excellent,D,VS2,62.4,57.0,"$7,560",6.67x6.71x4.17 mm
0.80,Excellent,F,VVS1,63.1,56.0,"$4,115",5.86x5.91x3.71 mm
1.01,Excellent,D,SI2,62.6,57.0,"$4,396",6.37x6.4x4 mm
1.05,Excellent,G,VS2,61.3,57.0,"$5,090",6.52x6.55x4.01 mm
1.12,Excellent,G,VVS1,62.4,58.0,"$8,219",6.58x6.62x4.12 mm
1.14,Excellent,H,VVS2,62.3,58.0,"$5,659",6.62x6.65x4.14 mm
1.40,Excellent,H,SI1,62.5,58.0,"$4,784",7.08x7.13x4.44 mm
1.20,Excellent,D,SI1,62.4,57.0,"$4,600",6.75x6.78x4.22 mm
1.45,Excellent,H,VS1,62.6,58.0,"$7,787",7.16x7.21x4.5 mm
1.11,Excellent,H,VS1,62.4,58.0,"$4,655",6.59x6.62x4.12 mm
0.90,Very Good,D,VVS1,64.1,61.0,"$5,560",5.98x6.06x3.86 mm
0.90,Very Good,D,VVS1,64.8,57.0,"$5,680",5.98x6.06x3.9 mm
1.50,Excellent,F,SI1,62.9,57.0,"$9,410",7.22x7.26x4.55 mm
1.50,Excellent,J,SI1,62.0,61.0,"$4,093",7.29x7.34x4.54 mm
0.81,Excellent,D,IF,60.1,59.0,"$7,625",6.04x6.08x3.64 mm
1.52,Excellent,G,SI1,61.9,59.0,"$8,370",7.32x7.36x4.54 mm
1.03,Excellent,G,VS1,61.8,57.0,"$4,709",6.44x6.48x3.99 mm
1.07,Excellent,D,SI1,59.2,60.0,"$5,843",6.68x6.7x3.96 mm
1.51,Excellent,H,SI1,62.4,58.0,"$7,540",7.29x7.32x4.56 mm
1.50,Excellent,H,SI2,62.8,57.0,"$6,590",7.24x7.3x4.57 mm
1.56,Excellent,H,SI1,62.8,56.0,"$7,680",7.35x7.39x4.63 mm
1.51,Excellent,G,SI1,62.6,57.0,"$8,620",7.28x7.32x4.57 mm
1.58,Excellent,H,SI1,62.3,58.0,"$7,660",7.41x7.46x4.63 mm
1.05,Excellent,I,VS1,62.5,59.0,"$4,352",6.44x6.48x4.04 mm
1.50,Very Good,E,SI2,64.7,58.0,"$6,560",7.04x7.14x4.59 mm
1.50,Excellent,I,VS1,61.2,59.0,"$9,010",7.31x7.36x4.49 mm
1.21,Excellent,H,VVS2,62.7,58.0,"$6,500",6.7x6.76x4.22 mm
1.30,Excellent,G,VS2,63.1,57.0,,6.92x6.97x4.38 mm
1.08,Excellent,D,VS2,61.8,58.0,"$6,793",6.54x6.57x4.05 mm
1.00,Excellent,F,VVS2,62.6,59.0,"$7,582",6.32x6.36x3.97 mm
1.01,Excellent,H,VS1,62.7,56.0,"$4,710",6.35x6.41x4 mm
1.20,Excellent,F,VS1,61.7,59.0,"$8,280",6.78x6.83x4.2 mm
1.21,Excellent,E,VS1,62.5,56.0,"$8,856",6.77x6.79x4.24 mm
1.51,Excellent,F,SI2,62.3,58.0,"$8,270",7.29x7.33x4.56 mm
1.40,Excellent,I,VVS2,62.2,58.0,"$6,770",7.08x7.13x4.42 mm
1.50,Excellent,J,SI1,59.5,60.0,"$4,820",7.48x7.54x4.47 mm
1.55,Excellent,J,SI2,62.7,58.0,"$5,314",7.33x7.35x4.6 mm
0.95,Excellent,E,VVS1,61.0,57.0,"$7,940",6.33x6.36x3.87 mm
1.20,Excellent,G,SI1,62.5,57.0,"$4,655",6.75x6.79x4.23 mm
1.21,Excellent,G,SI1,60.6,58.0,"$4,520",6.86x6.88x4.16 mm
0.84,Excellent,F,VVS1,62.6,57.0,"$5,216",6.01x6.03x3.77 mm
1.25,Excellent,I,VVS2,63.0,56.0,"$4,710",6.82x6.9x4.33 mm
1.22,Excellent,E,VS1,60.2,59.0,"$8,880",6.92x6.94x4.17 mm
1.50,Excellent,F,SI1,62.1,58.0,"$9,666",7.26x7.31x4.53 mm
1.00,Very Good,D,VS1,62.8,57.0,"$4,610",6.24x6.28x3.93 mm
1.06,Excellent,H,VS2,62.7,58.0,"$4,072",6.47x6.52x4.07 mm
1.00,Excellent,F,VVS2,61.9,59.0,"$7,549",6.39x6.43x3.97 mm
1.84,Excellent,H,SI2,61.0,60.0,"$9,730",7.87x7.92x4.82 mm
0.90,Excellent,G,VVS2,62.7,55.0,"$4,460",6.16x6.2x3.88 mm
1.01,Very Good,G,VS1,64.1,55.0,"$4,590",6.25x6.29x4.02 mm
0.97,Excellent,F,VVS1,60.1,59.0,"$7,990",6.38x6.41x3.84 mm
0.90,Excellent,G,VVS1,62.9,58.0,"$4,514",6.08x6.16x3.85 mm
0.97,Excellent,D,VVS1,62.5,57.0,"$8,521",6.31x6.36x3.96 mm
0.86,Excellent,F,VVS1,60.4,58.0,"$5,730",6.11x6.15x3.7 mm
1.00,Excellent,E,VVS1,62.6,59.0,"$9,007",6.36x6.38x3.99 mm
1.20,Excellent,F,VVS1,60.4,60.0,"$8,890",6.9x6.94x4.18 mm
1.05,Excellent,H,SI1,61.9,58.0,"$4,130",6.47x6.49x4.01 mm
1.06,Excellent,H,SI1,62.0,59.0,"$4,000",6.48x6.53x4.04 mm
1.14,Excellent,H,SI1,61.8,58.0,"$4,450",6.65x6.69x4.12 mm
1.25,Excellent,F,VS2,61.7,60.0,,6.86x6.92x4.25 mm
1.36,Excellent,I,VS1,62.1,58.0,"$5,690",7.03x7.07x4.38 mm
1.31,Excellent,I,VS1,62.1,58.0,"$5,780",6.93x6.98x4.32 mm
1.09,Excellent,H,VS1,61.7,59.0,"$4,340",6.59x6.65x4.09 mm
1.09,Excellent,E,SI2,59.2,59.0,"$4,080",6.69x6.73x3.98 mm
1.51,Excellent,J,SI1,62.1,58.0,"$6,480",7.33x7.37x4.57 mm
1.51,Excellent,D,SI2,62.1,57.0,"$8,160",7.29x7.33x4.54 mm
1.50,Excellent,I,VVS2,63.0,56.0,"$8,460",7.22x7.28x4.57 mm
