carat,cut,color,clarity,depth,table,price,measurements
1.00,Excellent,D,SI1,61.8,56.0,"$4,650",6.38x6.43x3.96 mm
1.06,Excellent,G,VVS2,60.7,59.0,"$6,680",6.55x6.58x3.99 mm
1.00,Excellent,G,VS1,62.2,58.0,"$5,250",6.33x6.38x3.95 mm
1.00,Excellent,H,VS2,58.3,61.0,"$4,040",6.54x6.59x3.83 mm
1.00,Excellent,D,SI1,63.4,55.0,"$4,310",6.29x6.34x4.01 mm
1.00,Excellent,F,SI1,61.9,58.0,"$4,050",6.37x6.43x3.96 mm
1.00,Excellent,D,SI1,63.6,57.0,"$4,750",6.26x6.35x4.01 mm
1.00,Excellent,E,SI1,63.7,56.0,"$4,440",6.29x6.34x4.02 mm
0.80,Excellent,D,VVS1,63.8,56.0,"$4,100",5.83x5.9x3.74 mm
0.90,Excellent,D,VS1,63.6,57.0,"$4,270",6.08x6.12x3.88 mm
1.00,Very Good,F,VS2,64.3,56.0,"$4,190",6.17x6.26x3.99 mm
1.00,Excellent,D,SI1,62.6,60.0,"$4,890",6.34x6.37x3.98 mm
1.09,Excellent,D,VS2,61.3,59.0,"$6,080",6.62x6.65x4.07 mm
1.00,Excellent,G,VS2,60.4,55.0,"$4,410",6.47x6.52x3.93 mm
1.08,Excellent,G,VS1,61.6,59.0,"$5,590",6.55x6.59x4.05 mm
1.03,Excellent,D,SI1,61.4,58.0,"$5,050",6.45x6.5x3.98 mm
1.01,Excellent,F,VS1,62.5,60.0,"$6,310",6.37x6.42x4 mm
1.00,Excellent,G,VS2,63.0,55.0,"$4,410",6.34x6.4x4.01 mm
1.09,Excellent,D,VVS2,60.8,58.0,"$7,530",6.63x6.68x4.05 mm
1.00,Excellent,G,VS2,63.2,55.0,"$4,220",6.31x6.36x4 mm
1.01,Excellent,D,VVS2,62.7,58.0,"$8,350",6.36x6.41x4 mm
1.00,Excellent,F,VS2,60.3,61.0,"$5,320",6.41x6.44x3.87 mm
1.00,Excellent,E,SI1,61.6,60.0,"$4,440",6.37x6.41x3.93 mm
1.01,Excellent,D,VS2,60.9,60.0,"$6,110",6.41x6.45x3.92 mm
1.00,Excellent,D,VS2,62.8,55.0,"$5,470",6.32x6.37x3.99 mm
1.00,Excellent,G,VS1,62.6,58.0,"$5,270",6.34x6.38x3.98 mm
1.00,Excellent,F,VS2,62.4,54.0,"$5,040",6.35x6.38x3.97 mm
1.08,Excellent,G,VS2,62.4,59.0,"$5,020",6.5x6.54x4.07 mm
1.00,Excellent,F,SI1,60.4,61.0,"$4,080",6.41x6.45x3.88 mm
1.00,Excellent,D,SI1,63.1,56.0,"$5,140",6.33x6.38x4.01 mm
1.01,Excellent,E,SI1,62.7,58.0,"$4,500",6.34x6.39x3.99 mm
1.00,Excellent,D,SI1,63.1,58.0,"$4,070",6.33x6.37x4.01 mm
1.00,Excellent,D,VS1,62.0,61.0,"$6,630",6.28x6.37x3.92 mm
1.00,Excellent,D,VS2,62.4,57.0,"$5,980",6.32x6.37x3.96 mm
1.01,Excellent,H,VS2,59.7,61.0,"$4,070",6.46x6.51x3.87 mm
1.01,Excellent,G,VS2,59.4,60.0,"$4,330",6.53x6.55x3.89 mm
1.00,Excellent,F,SI1,63.0,56.0,"$4,120",6.33x6.38x4.01 mm
1.00,Excellent,D,VS2,59.7,60.0,"$5,520",6.47x6.52x3.88 mm
1.03,Excellent,E,VS2,60.7,58.0,"$5,470",6.49x6.53x3.95 mm
1.00,Excellent,G,VS1,62.5,59.0,"$5,230",6.34x6.37x3.97 mm
1.05,Excellent,E,VS1,60.3,61.0,"$5,480",6.55x6.57x3.96 mm
1.20,Excellent,G,VVS1,62.4,58.0,"$6,670",6.75x6.78x4.22 mm
1.12,Excellent,E,SI1,59.3,61.0,"$4,180",6.76x6.79x4.02 mm
1.07,Excellent,E,VVS1,63.1,56.0,"$8,590",6.49x6.52x4.11 mm
1.00,Excellent,F,VVS1,61.8,59.0,,6.4x6.44x3.97 mm
1.01,Excellent,H,VS2,62.5,57.0,"$4,230",6.35x6.37x3.97 mm
1.50,Excellent,J,SI1,62.4,57.0,"$6,430",7.25x7.31x4.54 mm
0.85,Excellent,F,IF,61.9,60.0,"$4,210",6.05x6.09x3.76 mm
0.94,Excellent,D,VVS2,61.5,58.0,"$5,100",6.23x6.28x3.85 mm
0.90,Excellent,D,VVS2,62.2,59.0,"$5,090",6.13x6.18x3.83 mm
1.04,Excellent,F,VVS2,62.6,56.0,"$6,690",6.44x6.47x4.04 mm
0.90,Excellent,D,VVS2,62.5,61.0,"$4,390",6.09x6.14x3.82 mm
0.91,Excellent,F,VS1,62.4,57.0,"$4,310",6.16x6.19x3.85 mm
0.86,Excellent,D,VVS1,62.1,59.0,"$8,080",6.06x6.09x3.77 mm
1.06,Excellent,E,VS1,61.8,57.0,"$5,130",6.53x6.56x4.04 mm
1.07,Excellent,G,VS1,61.9,59.0,"$5,900",6.54x6.59x4.06 mm
1.06,Excellent,G,VS1,62.1,58.0,"$5,850",6.5x6.54x4.05 mm
1.50,Very Good,E,SI2,64.5,57.0,"$6,930",7.07x7.12x4.58 mm
1.79,Excellent,I,SI2,62.8,57.0,"$8,300",7.68x7.72x4.84 mm
1.01,Excellent,G,VS2,61.2,59.0,"$4,740",6.46x6.5x3.97 mm
1.71,Excellent,I,SI2,62.5,56.0,,7.6x7.63x4.76 mm
1.01,Excellent,H,VS1,62.6,57.0,"$4,600",6.39x6.43x4.02 mm
1.50,Excellent,I,SI1,63.5,56.0,"$5,730",7.22x7.27x4.6 mm
1.50,Very Good,J,SI1,64.2,56.0,"$4,130",7.1x7.15x4.58 mm
1.00,Excellent,D,VS2,61.9,60.0,"$4,500",6.34x6.38x3.94 mm
1.01,Excellent,G,SI1,61.3,58.0,"$4,180",6.45x6.49x3.97 mm
1.01,Excellent,G,SI1,60.1,61.0,"$4,070",6.45x6.49x3.89 mm
1.50,Very Good,I,SI1,64.8,56.0,"$6,000",7.09x7.14x4.61 mm
1.25,Excellent,H,SI1,62.8,58.0,"$5,000",6.81x6.87x4.3 mm
1.50,Excellent,G,SI2,62.4,60.0,"$6,800",7.26x7.32x4.55 mm
1.76,Excellent,K,VS1,62.3,58.0,"$6,900",7.65x7.7x4.78 mm
1.02,Excellent,E,SI1,60.9,58.0,"$4,680",6.51x6.53x3.97 mm
1.78,Excellent,K,VS2,61.9,57.0,"$6,140",7.72x7.76x4.79 mm
1.30,Excellent,G,SI1,63.1,55.0,"$5,590",6.88x6.95x4.37 mm
1.40,Excellent,J,VS2,62.7,58.0,"$4,850",7.07x7.13x4.45 mm
1.01,Excellent,G,VVS1,62.8,56.0,"$5,590",6.37x6.41x4.01 mm
1.00,Excellent,I,IF,59.1,60.0,"$4,140",6.52x6.53x3.85 mm
1.11,Excellent,D,SI1,62.4,58.0,"$5,250",6.57x6.61x4.11 mm
1.20,Excellent,J,IF,63.1,56.0,"$4,580",6.73x6.77x4.26 mm
1.73,Excellent,K,VS1,61.7,56.0,"$7,290",7.68x7.72x4.75 mm
1.33,Excellent,F,SI1,62.6,57.0,"$6,710",6.96x7.01x4.38 mm
1.07,Excellent,D,VS1,62.6,58.0,"$6,040",6.47x6.52x4.07 mm
1.71,Excellent,I,SI2,62.7,56.0,"$7,390",7.62x7.66x4.79 mm
1.50,Excellent,I,SI1,61.1,62.0,"$6,620",7.31x7.37x4.49 mm
1.03,Excellent,F,IF,62.3,56.0,"$9,380",6.44x6.47x4.02 mm
1.30,Excellent,G,SI2,61.6,60.0,"$4,480",6.96x7.02x4.31 mm
1.30,Excellent,F,SI2,61.3,61.0,"$4,550",6.98x7.02x4.29 mm
1.72,Excellent,J,SI1,62.8,57.0,"$7,970",7.57x7.61x4.76 mm
1.51,Excellent,H,SI2,61.9,58.0,"$6,610",7.32x7.35x4.54 mm
1.20,Excellent,D,SI1,62.4,58.0,"$5,850",6.73x6.77x4.22 mm
1.51,Excellent,H,SI1,62.4,57.0,"$8,390",7.29x7.34x4.56 mm
1.51,Excellent,H,SI1,62.3,58.0,"$8,110",7.27x7.31x4.55 mm
1.50,Excellent,I,SI1,62.6,58.0,"$6,450",7.24x7.3x4.55 mm
1.50,Excellent,D,SI2,61.8,58.0,"$8,790",7.31x7.35x4.53 mm
1.06,Excellent,D,VS1,62.4,59.0,"$8,273",6.47x6.51x4.05 mm
0.90,Excellent,F,VS1,62.5,58.0,"$4,363",6.11x6.15x3.83 mm
0.80,Excellent,D,VVS1,60.5,57.0,"$6,426",6.01x6.06x3.66 mm
1.00,Excellent,F,SI1,62.7,57.0,"$4,741",6.36x6.39x3.99 mm
1.05,Excellent,H,IF,62.7,56.0,"$5,724",6.47x6.49x4.06 mm
1.02,Excellent,E,SI2,62.3,58.0,"$4,007",6.4x6.41x3.99 mm
1.00,Excellent,E,SI1,62.6,58.0,"$4,504",6.33x6.36x3.97 mm
1.01,Excellent,G,VS2,62.4,57.0,"$5,281",6.39x6.4x3.99 mm
0.90,Excellent,E,VS1,60.2,60.0,"$4,428",6.19x6.23x3.74 mm
1.20,Excellent,H,SI1,62.8,57.0,"$5,030",6.73x6.77x4.24 mm
1.51,Excellent,I,SI1,62.7,56.0,"$6,631",7.25x7.28x4.56 mm
1.50,Excellent,J,SI1,61.6,61.0,"$5,929",7.29x7.34x4.51 mm
1.50,Excellent,J,SI1,63.3,55.0,"$5,098",7.24x7.3x4.6 mm
1.70,Excellent,J,SI1,62.7,57.0,"$6,685",7.55x7.59x4.75 mm
1.43,Excellent,J,IF,59.7,61.0,"$7,344",7.25x7.28x4.34 mm
1.50,Excellent,G,SI1,62.4,59.0,"$9,148",7.25x7.29x4.54 mm
2.02,Excellent,J,SI2,62.7,57.0,"$8,575",7.98x8.03x5.02 mm
1.70,Excellent,J,SI1,62.9,57.0,"$7,150",7.54x7.57x4.75 mm
1.70,Excellent,J,SI2,62.6,58.0,"$6,674",7.57x7.6x4.75 mm
1.50,Excellent,J,SI2,61.5,56.0,"$4,620",7.31x7.36x4.51 mm
1.00,Excellent,H,VVS1,62.1,62.0,"$4,610",6.35x6.4x3.96 mm
1.04,Excellent,E,VVS1,62.4,58.0,"$7,970",6.43x6.47x4.02 mm
1.07,Excellent,E,VVS2,60.7,59.0,"$7,140",6.56x6.59x3.99 mm
1.50,Excellent,G,SI1,62.1,59.0,"$9,760",7.26x7.32x4.53 mm
1.50,Excellent,K,VS2,58.9,61.0,"$5,810",7.43x7.5x4.4 mm
1.57,Excellent,K,VS2,62.7,59.0,"$5,620",7.33x7.39x4.62 mm
1.53,Very Good,K,SI1,64.3,56.0,"$3,856",7.16x7.22x4.62 mm
1.51,Excellent,F,SI2,61.2,59.0,,7.33x7.37x4.5 mm
1.50,Very Good,E,VS2,64.7,57.0,"$8,310",7.08x7.12x4.59 mm
1.51,Excellent,K,SI1,62.7,58.0,"$4,340",7.29x7.32x4.58 mm
1.51,Excellent,K,SI1,62.6,58.0,"$4,160",7.29x7.32x4.57 mm
1.79,Excellent,J,SI1,62.8,58.0,"$8,130",7.69x7.73x4.84 mm
1.20,Excellent,H,SI1,61.2,61.0,,6.8x6.84x4.17 mm
1.01,Excellent,F,VS2,62.8,57.0,"$4,612",6.36x6.38x4 mm
1.01,Very Good,F,VS2,64.7,57.0,"$4,170",6.21x6.24x4.03 mm
1.50,Excellent,H,SI1,62.9,55.0,"$8,683",7.25x7.29x4.57 mm
1.01,Excellent,H,VVS2,62.5,57.0,"$4,440",6.35x6.39x3.98 mm
1.01,Excellent,H,VVS1,62.5,58.0,"$4,860",6.37x6.41x3.99 mm
1.00,Excellent,F,SI1,62.7,58.0,"$4,000",6.35x6.39x4 mm
1.51,Excellent,D,SI1,62.7,57.0,"$10,040",7.27x7.31x4.57 mm
1.51,Very Good,D,SI2,63.5,55.0,,7.18x7.23x4.58 mm
1.51,Excellent,H,SI1,63.6,56.0,"$8,570",7.23x7.28x4.61 mm
1.51,Excellent,H,SI1,62.7,57.0,"$7,230",7.3x7.34x4.59 mm
1.50,Excellent,J,SI1,62.6,57.0,"$5,630",7.25x7.3x4.55 mm
1.51,Excellent,J,SI1,62.1,58.0,"$5,630",7.3x7.33x4.54 mm
1.51,Excellent,K,VS1,62.7,58.0,"$4,870",7.29x7.33x4.58 mm
1.01,Excellent,I,IF,62.5,58.0,"$4,370",6.36x6.41x3.99 mm
1.50,Excellent,J,SI1,62.6,58.0,"$4,820",7.28x7.32x4.57 mm
1.20,Excellent,D,SI1,61.0,61.0,"$5,980",6.79x6.83x4.15 mm
1.20,Excellent,D,SI1,62.6,57.0,"$6,000",6.74x6.79x4.23 mm
1.01,Excellent,H,VVS2,61.9,59.0,"$4,450",6.43x6.46x3.99 mm
1.01,Excellent,E,VS2,63.4,56.0,"$4,640",6.35x6.39x4.04 mm
1.00,Excellent,F,VS2,62.7,56.0,"$4,380",6.35x6.38x3.99 mm
1.01,Excellent,G,VS1,62.7,58.0,"$5,250",6.35x6.39x3.99 mm
1.00,Excellent,F,SI1,62.4,56.0,"$4,460",6.38x6.42x4 mm
1.00,Excellent,E,VS2,62.7,56.0,"$4,650",6.34x6.37x3.98 mm
1.01,Excellent,F,VS2,63.4,56.0,"$4,622",6.35x6.38x4.03 mm
1.20,Excellent,I,VS2,63.5,56.0,"$4,160",6.71x6.75x4.28 mm
1.50,Excellent,J,SI2,63.6,56.0,,7.2x7.25x4.6 mm
1.03,Excellent,H,VVS1,60.8,59.0,"$4,800",6.51x6.54x3.97 mm
1.00,Very Good,D,VS2,62.0,58.0,"$5,030",6.33x6.37x3.94 mm
1.20,Very Good,G,VS2,63.2,56.0,"$4,050",6.71x6.75x4.25 mm
1.70,Excellent,J,SI1,63.3,57.0,"$7,280",7.54x7.59x4.78 mm
1.51,Excellent,F,SI2,61.8,61.0,"$7,380",7.31x7.35x4.53 mm
1.51,Excellent,G,SI1,62.3,56.0,"$9,190",7.32x7.36x4.58 mm
1.51,Excellent,H,VS2,62.7,56.0,"$9,300",7.31x7.33x4.59 mm
1.51,Excellent,H,VS2,62.8,57.0,"$9,210",7.28x7.32x4.59 mm
1.00,Excellent,F,VS2,63.1,55.0,"$4,060",6.33x6.36x4.01 mm
1.00,Excellent,F,SI1,62.7,57.0,"$4,460",6.31x6.35x3.97 mm
1.00,Excellent,D,SI1,62.8,56.0,,6.33x6.37x3.99 mm
1.02,Excellent,H,VVS1,61.0,60.0,"$4,860",6.46x6.49x3.95 mm
1.02,Excellent,I,VVS1,60.1,58.0,"$4,120",6.52x6.54x3.92 mm
1.79,Excellent,J,VS2,62.1,56.0,"$8,250",7.72x7.77x4.81 mm
1.00,Excellent,G,VS2,62.7,56.0,"$4,320",6.34x6.37x3.99 mm
1.50,Very Good,J,VVS2,64.6,58.0,"$6,998",7.05x7.15x4.59 mm
1.50,Excellent,F,SI1,62.9,55.0,"$9,493",7.2x7.29x4.56 mm
1.01,Excellent,E,SI1,62.6,58.0,"$4,849",6.34x6.38x3.99 mm
1.50,Excellent,E,SI1,62.7,57.0,"$9,655",7.25x7.3x4.56 mm
1.50,Very Good,I,SI2,62.6,61.0,"$6,318",7.12x7.21x4.48 mm
1.50,Very Good,I,SI2,62.4,58.0,"$5,216",7.18x7.26x4.51 mm
1.50,Excellent,I,VVS2,62.8,57.0,"$9,104",7.2x7.3x4.55 mm
1.50,Excellent,K,SI1,63.5,56.0,"$5,497",7.23x7.27x4.6 mm
1.51,Excellent,I,SI1,60.5,61.0,"$8,154",7.38x7.42x4.48 mm
1.57,Excellent,J,VVS2,62.8,56.0,"$8,240",7.34x7.39x4.63 mm
1.51,Very Good,F,SI2,64.4,56.0,"$7,808",7.14x7.2x4.61 mm
1.50,Very Good,H,VS2,64.8,57.0,"$8,683",7.07x7.17x4.61 mm
1.50,Excellent,E,SI2,62.9,58.0,"$9,353",7.24x7.28x4.57 mm
1.50,Excellent,F,SI2,62.7,58.0,"$7,290",7.23x7.28x4.55 mm
1.51,Excellent,J,VS2,62.7,58.0,"$6,912",7.26x7.31x4.57 mm
1.50,Excellent,K,VS2,63.6,58.0,"$5,260",7.18x7.27x4.6 mm
1.50,Very Good,K,VS2,64.8,56.0,"$5,681",7.08x7.15x4.61 mm
1.09,Excellent,E,VS1,62.5,56.0,"$6,720",6.55x6.57x4.1 mm
1.52,Excellent,I,SI1,61.0,59.0,"$6,858",7.43x7.47x4.55 mm
1.51,Excellent,I,SI1,62.6,58.0,"$8,597",7.27x7.32x4.57 mm
1.58,Excellent,H,SI1,62.7,56.0,"$8,720",7.36x7.41x4.63 mm
1.10,Excellent,F,VVS1,62.8,58.0,"$7,550",6.5x6.55x4.1 mm
0.95,Excellent,E,VVS1,61.6,59.0,"$6,030",6.33x6.35x3.91 mm
1.01,Excellent,G,SI1,62.7,59.0,"$4,030",6.35x6.39x4 mm
1.00,Excellent,E,SI1,61.3,60.0,"$4,350",6.39x6.44x3.94 mm
0.93,Excellent,E,VVS1,62.7,57.0,"$7,210",6.21x6.26x3.91 mm
1.15,Excellent,H,VVS1,62.6,56.0,"$5,940",6.64x6.69x4.17 mm
1.50,Very Good,I,VVS1,64.4,57.0,"$7,193",7.11x7.16x4.6 mm
1.50,Excellent,H,SI2,63.6,57.0,"$5,195",7.17x7.26x4.59 mm
1.30,Excellent,H,SI2,62.6,58.0,"$4,280",6.95x6.99x4.36 mm
1.50,Very Good,G,SI1,64.7,58.0,"$6,320",7.08x7.14x4.6 mm
1.56,Excellent,H,SI1,62.6,58.0,"$8,000",7.36x7.41x4.62 mm
1.30,Excellent,G,SI2,63.4,57.0,"$4,774",6.91x6.95x4.4 mm
1.60,Excellent,H,SI1,62.7,58.0,"$8,600",7.39x7.44x4.65 mm
1.70,Excellent,J,VS2,62.5,54.0,"$6,900",7.61x7.66x4.77 mm
1.01,Very Good,G,VS2,64.4,56.0,"$4,020",6.23x6.29x4.03 mm
1.40,Excellent,K,VS2,61.7,59.0,"$4,255",7.16x7.21x4.44 mm
1.70,Excellent,J,SI1,62.8,58.0,"$7,520",7.56x7.62x4.77 mm
1.04,Excellent,E,VS2,62.6,58.0,"$5,360",6.43x6.46x4.03 mm
1.03,Excellent,D,VS2,61.5,58.0,"$6,200",6.44x6.48x3.97 mm
1.00,Excellent,F,VS2,59.8,59.0,"$5,080",6.47x6.51x3.88 mm
1.00,Excellent,F,VS1,61.4,58.0,"$6,040",6.41x6.43x3.94 mm
1.00,Excellent,E,VS2,60.1,59.0,"$5,180",6.43x6.47x3.87 mm
1.01,Excellent,F,VVS2,60.8,62.0,"$6,850",6.44x6.49x3.93 mm
1.00,Excellent,E,SI1,60.4,60.0,"$4,000",6.41x6.45x3.89 mm
1.02,Excellent,F,SI1,62.4,56.0,"$4,410",6.39x6.43x4 mm
1.00,Excellent,F,VS1,62.5,58.0,"$5,730",6.32x6.39x3.97 mm
1.00,Excellent,D,VS2,62.4,58.0,"$5,860",6.32x6.36x3.96 mm
1.00,Excellent,E,VS1,61.5,59.0,"$5,990",6.38x6.43x3.94 mm
1.00,Excellent,D,VS2,60.0,62.0,"$5,330",6.45x6.48x3.88 mm
1.02,Excellent,H,VS2,60.3,59.0,"$4,060",6.48x6.53x3.92 mm
1.03,Excellent,H,VS1,61.6,59.0,"$4,385",6.4x6.45x3.96 mm
1.09,Excellent,G,VS1,62.6,59.0,"$5,440",6.52x6.57x4.1 mm
1.02,Excellent,H,VS2,62.7,58.0,"$4,110",6.37x6.41x4.01 mm
1.11,Excellent,D,VVS2,62.2,57.0,"$9,140",6.57x6.62x4.1 mm
1.00,Excellent,D,VS1,61.5,57.0,"$6,630",6.4x6.44x3.95 mm
1.03,Excellent,F,VS2,61.8,59.0,"$5,230",6.43x6.48x3.99 mm
1.03,Excellent,D,VS2,61.3,59.0,"$6,220",6.42x6.47x3.95 mm
1.05,Excellent,D,VS2,61.9,58.0,"$5,960",6.46x6.51x4.02 mm
1.00,Excellent,D,VS2,60.1,59.0,"$6,120",6.44x6.47x3.88 mm
1.03,Excellent,F,VS2,61.8,59.0,"$5,270",6.43x6.47x3.99 mm
1.40,Excellent,F,SI1,62.0,59.0,"$8,830",7.13x7.19x4.44 mm
1.16,Excellent,F,SI2,62.8,57.0,"$4,530",6.71x6.73x4.22 mm
1.56,Excellent,K,SI1,62.1,56.0,"$5,770",7.37x7.41x4.59 mm
1.52,Excellent,K,SI1,62.5,56.0,"$5,710",7.3x7.33x4.57 mm
1.51,Excellent,H,SI1,62.4,56.0,"$9,040",7.31x7.34x4.57 mm
1.53,Excellent,I,SI1,62.4,57.0,"$7,949",7.3x7.35x4.57 mm
2.05,Excellent,K,SI2,59.8,59.0,"$9,660",8.22x8.26x4.93 mm
1.70,Very Good,K,VS1,64.0,57.0,"$6,200",7.44x7.49x4.77 mm
0.86,Excellent,E,VVS1,62.4,57.0,"$6,491",6.06x6.08x3.79 mm
0.90,Excellent,E,VS1,62.9,58.0,"$4,450",6.1x6.14x3.85 mm
0.90,Excellent,D,VVS2,62.3,58.0,"$5,918",6.13x6.17x3.84 mm
0.90,Excellent,D,VVS2,62.1,59.0,"$5,713",6.12x6.16x3.81 mm
0.90,Excellent,E,VVS2,62.9,57.0,"$4,547",6.08x6.16x3.85 mm
1.00,Excellent,F,VS2,62.8,58.0,"$5,983",6.3x6.34x3.97 mm
1.01,Excellent,E,VVS2,62.7,58.0,"$8,230",6.36x6.4x4 mm
0.85,Excellent,D,VVS1,61.3,58.0,"$7,182",6.06x6.08x3.72 mm
1.01,Excellent,E,VS2,61.9,59.0,"$4,860",6.38x6.42x3.96 mm
1.70,Excellent,E,SI2,62.5,58.0,"$8,310",7.55x7.6x4.73 mm
1.50,Very Good,J,SI2,64.2,57.0,"$4,220",7.12x7.17x4.59 mm
1.33,Excellent,I,SI2,62.5,56.0,"$4,309",6.96x7x4.36 mm
0.85,Excellent,D,VVS1,63.0,57.0,"$7,270",6.02x6.07x3.8 mm
0.83,Excellent,D,FL,60.1,59.0,"$8,380",6.09x6.14x3.68 mm
1.50,Excellent,G,SI2,62.9,57.0,"$5,562",7.26x7.3x4.58 mm
1.02,Excellent,G,VVS1,62.0,58.0,"$8,050",6.39x6.43x3.97 mm
1.20,Excellent,F,SI1,62.1,56.0,"$5,756",6.77x6.81x4.22 mm
1.23,Excellent,E,VS2,62.8,58.0,"$7,430",6.78x6.84x4.27 mm
1.30,Excellent,D,VS2,59.2,61.0,"$8,290",7.06x7.1x4.19 mm
1.51,Excellent,H,SI2,62.8,58.0,"$6,091",7.25x7.3x4.57 mm
1.25,Excellent,I,VS2,62.8,55.0,"$4,540",6.83x6.88x4.3 mm
1.06,Excellent,E,VS1,61.9,58.0,"$7,180",6.49x6.53x4.03 mm
1.35,Excellent,H,SI1,60.3,60.0,"$6,020",7.15x7.18x4.32 mm
1.20,Excellent,I,VS2,62.8,56.0,"$4,270",6.75x6.79x4.25 mm
1.60,Excellent,I,VS1,62.0,59.0,"$9,690",7.45x7.45x4.62 mm
1.09,Excellent,F,VS1,61.6,58.0,,6.6x6.64x4.08 mm
1.60,Excellent,I,VS1,62.7,59.0,"$9,140",7.36x7.43x4.64 mm
1.20,Excellent,I,VS2,61.3,59.0,"$4,530",6.74x6.79x4.15 mm
1.82,Excellent,I,SI1,62.8,56.0,"$8,800",7.69x7.79x4.86 mm
1.23,Excellent,G,VS1,62.4,55.0,"$7,193",6.82x6.86x4.27 mm
1.70,Excellent,I,VS2,63.3,55.0,"$9,400",7.53x7.58x4.78 mm
1.20,Excellent,H,SI1,62.6,57.0,"$4,750",6.74x6.78x4.24 mm
1.64,Excellent,G,SI1,62.7,57.0,"$9,720",7.44x7.49x4.68 mm
1.50,Excellent,I,SI1,62.8,58.0,"$7,890",7.24x7.3x4.56 mm
0.84,Excellent,E,VVS2,62.3,57.0,"$4,342",6.03x6.06x3.77 mm
1.11,Excellent,H,VS2,62.6,58.0,"$4,220",6.59x6.64x4.14 mm
0.90,Excellent,D,FL,61.7,56.0,"$9,210",6.2x6.24x3.84 mm
2.01,Excellent,K,SI1,62.5,55.0,"$6,923",8x8.06x5.02 mm
1.20,Excellent,G,VS1,62.1,58.0,"$6,920",6.77x6.81x4.22 mm
0.82,Excellent,F,IF,60.1,61.0,"$4,309",6.03x6.08x3.64 mm
0.91,Excellent,D,VVS2,60.8,55.0,"$6,000",6.25x6.28x3.81 mm
0.87,Excellent,D,VS1,63.2,56.0,"$4,640",6.05x6.1x3.84 mm
0.88,Excellent,E,VVS1,62.1,58.0,"$6,930",6.11x6.15x3.81 mm
0.90,Excellent,D,VS1,63.3,56.0,"$4,000",6.1x6.14x3.88 mm
1.00,Excellent,F,SI1,60.2,60.0,"$4,007",6.43x6.49x3.89 mm
0.92,Excellent,E,VVS2,62.7,57.0,"$5,357",6.14x6.18x3.87 mm
0.96,Excellent,F,VS1,61.0,60.0,"$5,875",6.35x6.39x3.89 mm
1.60,Excellent,K,SI2,63.2,57.0,"$5,100",7.4x7.46x4.7 mm
1.52,Excellent,I,SI2,63.1,57.0,"$6,530",7.26x7.31x4.6 mm
1.60,Excellent,I,SI1,61.9,61.0,"$7,340",7.35x7.44x4.58 mm
1.03,Excellent,F,SI1,62.8,59.0,"$4,320",6.4x6.45x4.04 mm
1.60,Excellent,H,SI1,63.6,56.0,"$8,640",7.35x7.41x4.7 mm
1.01,Excellent,D,SI1,61.4,58.0,"$4,070",6.4x6.44x3.94 mm
0.90,Very Good,E,VVS1,64.1,58.0,"$4,530",5.99x6.02x3.85 mm
0.85,Excellent,D,VVS1,61.6,57.0,"$6,998",6.07x6.08x3.74 mm
0.87,Excellent,D,VVS1,62.5,58.0,"$7,236",6.07x6.08x3.8 mm
0.83,Excellent,E,VVS1,61.2,59.0,"$6,296",6.05x6.08x3.71 mm
0.90,Excellent,E,VVS1,58.2,59.0,"$6,869",6.37x6.38x3.71 mm
0.91,Excellent,G,VVS2,62.5,58.0,"$4,277",6.15x6.18x3.85 mm
1.50,Excellent,G,SI2,61.3,59.0,"$7,603",7.37x7.4x4.53 mm
1.60,Excellent,J,VS2,62.1,57.0,"$6,890",7.46x7.48x4.64 mm
1.05,Excellent,H,VVS2,62.3,58.0,"$4,670",6.47x6.5x4.04 mm
1.50,Excellent,K,VS2,63.0,56.0,"$4,309",7.26x7.3x4.59 mm
2.02,Excellent,K,SI2,60.0,58.0,"$6,880",8.2x8.23x4.93 mm
2.04,Excellent,K,SI2,62.3,57.0,"$7,096",8.08x8.12x5.05 mm
2.02,Excellent,K,VS2,61.5,58.0,,8.09x8.11x4.98 mm
1.50,Excellent,J,SI1,63.5,56.0,"$4,644",7.21x7.27x4.6 mm
2.01,Excellent,K,SI2,63.0,58.0,"$6,847",8.01x8.07x5.07 mm
1.55,Excellent,H,VS2,62.2,57.0,"$9,080",7.34x7.37x4.58 mm
1.51,Excellent,H,VS2,62.5,56.0,"$9,110",7.28x7.32x4.56 mm
2.03,Excellent,K,SI1,61.4,60.0,"$7,571",8.11x8.15x4.99 mm
0.80,Excellent,D,VVS1,62.9,57.0,"$5,368",5.87x5.92x3.71 mm
0.93,Excellent,D,VVS1,61.3,58.0,"$8,078",6.3x6.32x3.87 mm
1.01,Excellent,G,SI1,62.3,60.0,"$4,360",6.34x6.39x3.96 mm
0.91,Excellent,F,VVS2,61.6,57.0,"$5,120",6.19x6.23x3.83 mm
1.00,Excellent,F,SI1,61.0,61.0,"$4,200",6.41x6.46x3.93 mm
1.02,Very Good,E,SI1,64.5,55.0,"$4,180",6.24x6.28x4.04 mm
1.00,Excellent,E,SI1,62.4,55.0,"$4,680",6.38x6.41x3.99 mm
1.00,Very Good,E,SI1,64.3,57.0,"$4,270",6.16x6.23x3.98 mm
1.01,Excellent,F,SI1,61.7,57.0,"$4,320",6.41x6.45x3.97 mm
1.03,Excellent,I,VS1,62.3,58.0,"$4,039",6.43x6.45x4.01 mm
